,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,trial_index,weekId,subjectId,expId,rt,block,top_p,low_p,hi_narr,lo_narr,hi_wide,lo_wide,ticket1_EV,ticket2_EV,difference,choice,EV_chosen,correct,correct_choice,date
3093,3093,370,26,26,1,eexigxpohcyw,lt,2768,block_2,70,30,50,40,96.25,2.5,159.8,231.45,-71.65,0,more,TRUE,ticket2,7/13/2020
3094,3094,371,28,28,1,eexigxpohcyw,lt,3567,block_2,80,20,55,44,105.75,2.75,172.8,278.6,-105.8,0,more,TRUE,ticket2,7/13/2020
3095,3095,372,30,30,1,eexigxpohcyw,lt,2340,block_2,10,90,50,40,96.25,2.5,131.2,37.95,93.25,1,more,TRUE,ticket1,7/13/2020
3096,3096,373,32,32,1,eexigxpohcyw,lt,3266,block_2,20,80,60,48,115.5,3,168,84.9,83.1,1,more,TRUE,ticket1,7/13/2020
3097,3097,374,34,34,1,eexigxpohcyw,lt,2677,block_2,60,40,45,36,86.5,2.25,165.6,211.2,-45.6,1,less,FALSE,ticket2,7/13/2020
3098,3098,375,36,36,1,eexigxpohcyw,lt,3039,block_2,100,0,60,48,115.5,3,210,404,-194,0,more,TRUE,ticket2,7/13/2020
3099,3099,376,38,38,1,eexigxpohcyw,lt,3897,block_2,30,70,45,36,86.5,2.25,180.6,128.55,52.05,1,more,TRUE,ticket1,7/13/2020
3100,3100,377,40,40,1,eexigxpohcyw,lt,2758,block_2,40,60,65,52,125,3.25,176,159.8,16.2,1,more,TRUE,ticket1,7/13/2020
3101,3101,378,42,42,1,eexigxpohcyw,lt,2147,block_2,90,10,60,48,115.5,3,196,347.05,-151.05,0,more,TRUE,ticket2,7/13/2020
3102,3102,379,44,44,1,eexigxpohcyw,lt,1758,block_2,50,50,55,44,105.75,2.75,153,167.75,-14.75,1,less,FALSE,ticket2,7/13/2020
3103,3103,380,47,47,1,eexigxpohcyw,lt,3580,block_3,50,50,170,136,327,8.5,153,167.75,-14.75,1,less,FALSE,ticket2,7/13/2020
3104,3104,381,49,49,1,eexigxpohcyw,lt,1857,block_3,20,80,200,160,384.5,10,168,84.9,83.1,1,more,TRUE,ticket1,7/13/2020
3105,3105,382,51,51,1,eexigxpohcyw,lt,2332,block_3,10,90,160,128,307.5,8,131.2,37.95,93.25,1,more,TRUE,ticket1,7/13/2020
3106,3106,383,53,53,1,eexigxpohcyw,lt,1598,block_3,100,0,210,168,404,10.5,210,404,-194,0,more,TRUE,ticket2,7/13/2020
3107,3107,384,55,55,1,eexigxpohcyw,lt,3736,block_3,30,70,210,168,404,10.5,180.6,128.55,52.05,1,more,TRUE,ticket1,7/13/2020
3108,3108,385,57,57,1,eexigxpohcyw,lt,1855,block_3,80,20,180,144,346,9,172.8,278.6,-105.8,0,more,TRUE,ticket2,7/13/2020
3109,3109,386,59,59,1,eexigxpohcyw,lt,2968,block_3,90,10,200,160,384.5,10,196,347.05,-151.05,0,more,TRUE,ticket2,7/13/2020
3110,3110,387,61,61,1,eexigxpohcyw,lt,4839,block_3,60,40,180,144,346,9,165.6,211.2,-45.6,1,less,FALSE,ticket2,7/13/2020
3111,3111,388,63,63,1,eexigxpohcyw,lt,4089,block_3,40,60,200,160,384.5,10,176,159.8,16.2,1,more,TRUE,ticket1,7/13/2020
3112,3112,389,65,65,1,eexigxpohcyw,lt,2257,block_3,70,30,170,136,327,8.5,159.8,231.45,-71.65,0,more,TRUE,ticket2,7/13/2020
3113,3113,3660,8,8,2,eexigxpohcyw,lt,3307,block_1,70,30,2.2,1.76,4.23,0.11,216.2,313.2,-97,0,more,TRUE,ticket2,7/13/2020
3114,3114,3661,10,10,2,eexigxpohcyw,lt,1978,block_1,40,60,2.4,1.92,4.62,0.12,184.8,167.9,16.9,1,more,TRUE,ticket1,7/13/2020
3115,3115,3662,12,12,2,eexigxpohcyw,lt,9319,block_1,20,80,2,1.6,3.85,0.1,176.4,89.2,87.2,1,more,TRUE,ticket1,7/13/2020
3116,3116,3663,14,14,2,eexigxpohcyw,lt,2158,block_1,30,70,1.4,1.12,2.69,0.07,172,122.35,49.65,1,more,TRUE,ticket1,7/13/2020
3117,3117,3664,16,16,2,eexigxpohcyw,lt,2597,block_1,80,20,2.6,2.08,5,0.13,182.4,294.3,-111.9,0,more,TRUE,ticket2,7/13/2020
3118,3118,3665,18,18,2,eexigxpohcyw,lt,3087,block_1,10,90,2.2,1.76,4.23,0.11,180.4,52.2,128.2,1,more,TRUE,ticket1,7/13/2020
3119,3119,3666,20,20,2,eexigxpohcyw,lt,4738,block_1,60,40,1.4,1.12,2.69,0.07,193.2,246.6,-53.4,0,more,TRUE,ticket2,7/13/2020
3120,3120,3667,22,22,2,eexigxpohcyw,lt,2489,block_1,100,0,2,1.6,3.85,0.1,200,384.5,-184.5,0,more,TRUE,ticket2,7/13/2020
3121,3121,3668,24,24,2,eexigxpohcyw,lt,2888,block_1,90,10,1.8,1.44,3.46,0.09,176.4,312.3,-135.9,0,more,TRUE,ticket2,7/13/2020
3122,3122,3669,26,26,2,eexigxpohcyw,lt,3668,block_1,50,50,2,1.6,3.85,0.1,171,187.5,-16.5,1,less,FALSE,ticket2,7/13/2020
3123,3123,3670,29,29,2,eexigxpohcyw,lt,2398,block_2,80,20,70,56,134.5,3.5,182.4,294.3,-111.9,0,more,TRUE,ticket2,7/13/2020
3124,3124,3671,31,31,2,eexigxpohcyw,lt,2108,block_2,20,80,65,52,125,3.25,176.4,89.2,87.2,1,more,TRUE,ticket1,7/13/2020
3125,3125,3672,33,33,2,eexigxpohcyw,lt,1698,block_2,90,10,45,36,86.5,2.25,176.4,312.3,-135.9,0,more,TRUE,ticket2,7/13/2020
3126,3126,3673,35,35,2,eexigxpohcyw,lt,3128,block_2,10,90,60,48,115.5,3,180.4,52.2,128.2,1,more,TRUE,ticket1,7/13/2020
3127,3127,3674,37,37,2,eexigxpohcyw,lt,2069,block_2,40,60,60,48,115.5,3,184.8,167.9,16.9,1,more,TRUE,ticket1,7/13/2020
3128,3128,3675,39,39,2,eexigxpohcyw,lt,4116,block_2,50,50,65,52,125,3.25,171,187.5,-16.5,1,less,FALSE,ticket2,7/13/2020
3129,3129,3676,41,41,2,eexigxpohcyw,lt,3479,block_2,70,30,60,48,115.5,3,216.2,313.2,-97,0,more,TRUE,ticket2,7/13/2020
3130,3130,3677,43,43,2,eexigxpohcyw,lt,4888,block_2,60,40,55,44,105.75,2.75,193.2,246.6,-53.4,0,more,TRUE,ticket2,7/13/2020
3131,3131,3678,45,45,2,eexigxpohcyw,lt,2008,block_2,100,0,60,48,115.5,3,200,384.5,-184.5,0,more,TRUE,ticket2,7/13/2020
3132,3132,3679,47,47,2,eexigxpohcyw,lt,2498,block_2,30,70,70,56,134.5,3.5,172,122.35,49.65,1,more,TRUE,ticket1,7/13/2020
3133,3133,3680,50,50,2,eexigxpohcyw,lt,4436,block_3,70,30,230,184,442.5,11.5,216.2,313.2,-97,0,more,TRUE,ticket2,7/13/2020
3134,3134,3681,52,52,2,eexigxpohcyw,lt,3259,block_3,80,20,190,152,365.5,9.5,182.4,294.3,-111.9,0,more,TRUE,ticket2,7/13/2020
3135,3135,3682,54,54,2,eexigxpohcyw,lt,3329,block_3,10,90,220,176,423,11,180.4,52.2,128.2,1,more,TRUE,ticket1,7/13/2020
3136,3136,3683,56,56,2,eexigxpohcyw,lt,2438,block_3,50,50,190,152,365.5,9.5,171,187.5,-16.5,1,less,FALSE,ticket2,7/13/2020
3137,3137,3684,58,58,2,eexigxpohcyw,lt,2237,block_3,100,0,200,160,384.5,10,200,384.5,-184.5,0,more,TRUE,ticket2,7/13/2020
3138,3138,3685,60,60,2,eexigxpohcyw,lt,2117,block_3,90,10,180,144,346,9,176.4,312.3,-135.9,0,more,TRUE,ticket2,7/13/2020
3139,3139,3686,62,62,2,eexigxpohcyw,lt,2178,block_3,60,40,210,168,404,10.5,193.2,246.6,-53.4,0,more,TRUE,ticket2,7/13/2020
3140,3140,3687,64,64,2,eexigxpohcyw,lt,2559,block_3,30,70,200,160,384.5,10,172,122.35,49.65,1,more,TRUE,ticket1,7/13/2020
3141,3141,3688,66,66,2,eexigxpohcyw,lt,2930,block_3,40,60,210,168,404,10.5,184.8,167.9,16.9,1,more,TRUE,ticket1,7/13/2020
3142,3142,3689,68,68,2,eexigxpohcyw,lt,1968,block_3,20,80,210,168,404,10.5,176.4,89.2,87.2,1,more,TRUE,ticket1,7/13/2020
3143,3143,6630,5,5,3,eexigxpohcyw,lt,3454,block_1,30,70,1.8,1.44,3.46,0.09,172,122.35,49.65,1,more,TRUE,ticket1,7/13/2020
3144,3144,6631,7,7,3,eexigxpohcyw,lt,2948,block_1,60,40,1.8,1.44,3.46,0.09,193.2,246.6,-53.4,0,more,TRUE,ticket2,7/13/2020
3145,3145,6632,9,9,3,eexigxpohcyw,lt,2559,block_1,40,60,2,1.6,3.85,0.1,202.4,183.9,18.5,1,more,TRUE,ticket1,7/13/2020
3146,3146,6633,11,11,3,eexigxpohcyw,lt,2878,block_1,90,10,1.8,1.44,3.46,0.09,215.6,381.8,-166.2,0,more,TRUE,ticket2,7/13/2020
3147,3147,6634,13,13,3,eexigxpohcyw,lt,3027,block_1,70,30,2.4,1.92,4.62,0.12,131.6,190.4,-58.8,0,more,TRUE,ticket2,7/13/2020
3148,3148,6635,15,15,3,eexigxpohcyw,lt,3408,block_1,80,20,2,1.6,3.85,0.1,182.4,294.3,-111.9,0,more,TRUE,ticket2,7/13/2020
3149,3149,6636,17,17,3,eexigxpohcyw,lt,1798,block_1,50,50,2.6,2.08,5,0.13,198,217,-19,1,less,FALSE,ticket2,7/13/2020
3150,3150,6637,19,19,3,eexigxpohcyw,lt,1597,block_1,10,90,2,1.6,3.85,0.1,147.6,42.7,104.9,1,more,TRUE,ticket1,7/13/2020
3151,3151,6638,21,21,3,eexigxpohcyw,lt,2509,block_1,20,80,2.2,1.76,4.23,0.11,193.2,97.7,95.5,1,more,TRUE,ticket1,7/13/2020
3152,3152,6639,23,23,3,eexigxpohcyw,lt,2347,block_1,100,0,2.4,1.92,4.62,0.12,200,384.5,-184.5,0,more,TRUE,ticket2,7/13/2020
3153,3153,6640,26,26,3,eexigxpohcyw,lt,1945,block_2,80,20,65,52,125,3.25,182.4,294.3,-111.9,0,more,TRUE,ticket2,7/13/2020
3154,3154,6641,28,28,3,eexigxpohcyw,lt,1566,block_2,100,0,60,48,115.5,3,200,384.5,-184.5,0,more,TRUE,ticket2,7/13/2020
3155,3155,6642,30,30,3,eexigxpohcyw,lt,1638,block_2,90,10,60,48,115.5,3,215.6,381.8,-166.2,0,more,TRUE,ticket2,7/13/2020
3156,3156,6643,32,32,3,eexigxpohcyw,lt,1999,block_2,70,30,65,52,125,3.25,131.6,190.4,-58.8,0,more,TRUE,ticket2,7/13/2020
3157,3157,6644,34,34,3,eexigxpohcyw,lt,1728,block_2,40,60,60,48,115.5,3,202.4,183.9,18.5,1,more,TRUE,ticket1,7/13/2020
3158,3158,6645,36,36,3,eexigxpohcyw,lt,2478,block_2,30,70,55,44,105.75,2.75,172,122.35,49.65,1,more,TRUE,ticket1,7/13/2020
3159,3159,6646,38,38,3,eexigxpohcyw,lt,1877,block_2,60,40,65,52,125,3.25,193.2,246.6,-53.4,0,more,TRUE,ticket2,7/13/2020
3160,3160,6647,40,40,3,eexigxpohcyw,lt,1558,block_2,10,90,50,40,96.25,2.5,147.6,42.7,104.9,1,more,TRUE,ticket1,7/13/2020
3161,3161,6648,42,42,3,eexigxpohcyw,lt,1508,block_2,20,80,75,60,144.25,3.75,193.2,97.7,95.5,1,more,TRUE,ticket1,7/13/2020
3162,3162,6649,44,44,3,eexigxpohcyw,lt,1757,block_2,50,50,65,52,125,3.25,198,217,-19,1,less,FALSE,ticket2,7/13/2020
3163,3163,6650,47,47,3,eexigxpohcyw,lt,4149,block_3,70,30,140,112,269,7,131.6,190.4,-58.8,0,more,TRUE,ticket2,7/13/2020
3164,3164,6651,49,49,3,eexigxpohcyw,lt,1506,block_3,80,20,190,152,365.5,9.5,182.4,294.3,-111.9,0,more,TRUE,ticket2,7/13/2020
3165,3165,6652,51,51,3,eexigxpohcyw,lt,2577,block_3,100,0,200,160,384.5,10,200,384.5,-184.5,0,more,TRUE,ticket2,7/13/2020
3166,3166,6653,53,53,3,eexigxpohcyw,lt,1937,block_3,90,10,220,176,423,11,215.6,381.8,-166.2,0,more,TRUE,ticket2,7/13/2020
3167,3167,6654,55,55,3,eexigxpohcyw,lt,1536,block_3,50,50,220,176,423,11,198,217,-19,1,less,FALSE,ticket2,7/13/2020
3168,3168,6655,57,57,3,eexigxpohcyw,lt,2020,block_3,20,80,230,184,442.5,11.5,193.2,97.7,95.5,1,more,TRUE,ticket1,7/13/2020
3169,3169,6656,59,59,3,eexigxpohcyw,lt,1668,block_3,30,70,200,160,384.5,10,172,122.35,49.65,1,more,TRUE,ticket1,7/13/2020
3170,3170,6657,61,61,3,eexigxpohcyw,lt,3127,block_3,60,40,210,168,404,10.5,193.2,246.6,-53.4,0,more,TRUE,ticket2,7/13/2020
3171,3171,6658,63,63,3,eexigxpohcyw,lt,3788,block_3,40,60,230,184,442.5,11.5,202.4,183.9,18.5,1,more,TRUE,ticket1,7/13/2020
3172,3172,6659,65,65,3,eexigxpohcyw,lt,1658,block_3,10,90,180,144,346,9,147.6,42.7,104.9,1,more,TRUE,ticket1,7/13/2020
3173,3173,9660,5,5,4,eexigxpohcyw,lt,2684,block_1,30,70,2,1.6,3.85,0.1,1.72,1.225,0.495,1,more,TRUE,ticket1,7/13/2020
3174,3174,9661,7,7,4,eexigxpohcyw,lt,2768,block_1,90,10,2.2,1.76,4.23,0.11,2.156,3.818,-1.662,0,more,TRUE,ticket2,7/13/2020
3175,3175,9662,9,9,4,eexigxpohcyw,lt,2748,block_1,70,30,2,1.6,3.85,0.1,1.88,2.725,-0.845,0,more,TRUE,ticket2,7/13/2020
3176,3176,9663,11,11,4,eexigxpohcyw,lt,2407,block_1,20,80,2.2,1.76,4.23,0.11,1.848,0.934,0.914,1,more,TRUE,ticket1,7/13/2020
3177,3177,9664,13,13,4,eexigxpohcyw,lt,2508,block_1,60,40,2.2,1.76,4.23,0.11,2.024,2.582,-0.558,0,more,TRUE,ticket2,7/13/2020
3178,3178,9665,15,15,4,eexigxpohcyw,lt,1945,block_1,40,60,2.2,1.76,4.23,0.11,1.936,1.758,0.178,1,more,TRUE,ticket1,7/13/2020
3179,3179,9666,17,17,4,eexigxpohcyw,lt,2387,block_1,100,0,2.4,1.92,4.62,0.12,2.4,4.62,-2.22,0,more,TRUE,ticket2,7/13/2020
3180,3180,9667,19,19,4,eexigxpohcyw,lt,1838,block_1,50,50,2,1.6,3.85,0.1,1.8,1.975,-0.175,1,less,FALSE,ticket2,7/13/2020
3181,3181,9668,21,21,4,eexigxpohcyw,lt,2239,block_1,80,20,2.6,2.08,5,0.13,2.496,4.026,-1.53,0,more,TRUE,ticket2,7/13/2020
3182,3182,9669,23,23,4,eexigxpohcyw,lt,1518,block_1,10,90,1.4,1.12,2.69,0.07,1.148,0.332,0.816,1,more,TRUE,ticket1,7/13/2020
3183,3183,9670,26,26,4,eexigxpohcyw,lt,4117,block_2,20,80,60,48,115.5,3,50.4,25.5,24.9,1,more,TRUE,ticket1,7/13/2020
3184,3184,9671,28,28,4,eexigxpohcyw,lt,2369,block_2,80,20,50,40,96.25,2.5,48,77.5,-29.5,0,more,TRUE,ticket2,7/13/2020
3185,3185,9672,30,30,4,eexigxpohcyw,lt,2088,block_2,100,0,55,44,105.75,2.75,55,105.75,-50.75,0,more,TRUE,ticket2,7/13/2020
3186,3186,9673,32,32,4,eexigxpohcyw,lt,3059,block_2,70,30,60,48,115.5,3,56.4,81.75,-25.35,0,more,TRUE,ticket2,7/13/2020
3187,3187,9674,34,34,4,eexigxpohcyw,lt,2350,block_2,10,90,65,52,125,3.25,53.3,15.425,37.875,1,more,TRUE,ticket1,7/13/2020
3188,3188,9675,36,36,4,eexigxpohcyw,lt,1826,block_2,50,50,60,48,115.5,3,54,59.25,-5.25,1,less,FALSE,ticket2,7/13/2020
3189,3189,9676,38,38,4,eexigxpohcyw,lt,1510,block_2,90,10,65,52,125,3.25,63.7,112.825,-49.125,0,more,TRUE,ticket2,7/13/2020
3190,3190,9677,40,40,4,eexigxpohcyw,lt,1685,block_2,30,70,65,52,125,3.25,55.9,39.775,16.125,1,more,TRUE,ticket1,7/13/2020
3191,3191,9678,42,42,4,eexigxpohcyw,lt,1929,block_2,40,60,50,40,96.25,2.5,44,40,4,1,more,TRUE,ticket1,7/13/2020
3192,3192,9679,44,44,4,eexigxpohcyw,lt,1718,block_2,60,40,45,36,86.5,2.25,41.4,52.8,-11.4,0,more,TRUE,ticket2,7/13/2020
3193,3193,9680,47,47,4,eexigxpohcyw,lt,2027,block_3,70,30,210,168,404,10.5,197.4,285.95,-88.55,0,more,TRUE,ticket2,7/13/2020
3194,3194,9681,49,49,4,eexigxpohcyw,lt,1718,block_3,100,0,220,176,423,11,220,423,-203,0,more,TRUE,ticket2,7/13/2020
3195,3195,9682,51,51,4,eexigxpohcyw,lt,3719,block_3,90,10,180,144,346,9,176.4,312.3,-135.9,0,more,TRUE,ticket2,7/13/2020
3196,3196,9683,53,53,4,eexigxpohcyw,lt,3607,block_3,30,70,240,192,461.5,12,206.4,146.85,59.55,1,more,TRUE,ticket1,7/13/2020
3197,3197,9684,55,55,4,eexigxpohcyw,lt,4947,block_3,40,60,170,136,327,8.5,149.6,135.9,13.7,1,more,TRUE,ticket1,7/13/2020
3198,3198,9685,57,57,4,eexigxpohcyw,lt,1739,block_3,60,40,210,168,404,10.5,193.2,246.6,-53.4,0,more,TRUE,ticket2,7/13/2020
3199,3199,9686,59,59,4,eexigxpohcyw,lt,2277,block_3,20,80,210,168,404,10.5,176.4,89.2,87.2,1,more,TRUE,ticket1,7/13/2020
3200,3200,9687,61,61,4,eexigxpohcyw,lt,4327,block_3,80,20,180,144,346,9,172.8,278.6,-105.8,0,more,TRUE,ticket2,7/13/2020
3201,3201,9688,63,63,4,eexigxpohcyw,lt,1807,block_3,50,50,200,160,384.5,10,180,197.25,-17.25,1,less,FALSE,ticket2,7/13/2020
3202,3202,9689,65,65,4,eexigxpohcyw,lt,3120,block_3,10,90,170,136,327,8.5,139.4,40.35,99.05,1,more,TRUE,ticket1,7/13/2020
3203,3203,12570,5,5,5,eexigxpohcyw,lt,2949,block_1,30,70,1.8,1.44,3.46,0.09,1.548,1.101,0.447,1,more,TRUE,ticket1,7/13/2020
3204,3204,12571,7,7,5,eexigxpohcyw,lt,2315,block_1,100,0,2.2,1.76,4.23,0.11,2.2,4.23,-2.03,0,more,TRUE,ticket2,7/13/2020
3205,3205,12572,9,9,5,eexigxpohcyw,lt,3518,block_1,20,80,1.8,1.44,3.46,0.09,1.512,0.764,0.748,1,more,TRUE,ticket1,7/13/2020
3206,3206,12573,11,11,5,eexigxpohcyw,lt,3047,block_1,70,30,2.4,1.92,4.62,0.12,2.256,3.27,-1.014,0,more,TRUE,ticket2,7/13/2020
3207,3207,12574,13,13,5,eexigxpohcyw,lt,2998,block_1,90,10,2,1.6,3.85,0.1,1.96,3.475,-1.515,0,more,TRUE,ticket2,7/13/2020
3208,3208,12575,15,15,5,eexigxpohcyw,lt,2769,block_1,50,50,2.6,2.08,5,0.13,2.34,2.565,-0.225,1,less,FALSE,ticket2,7/13/2020
3209,3209,12576,17,17,5,eexigxpohcyw,lt,2528,block_1,10,90,3,2.4,5.77,0.15,2.46,0.712,1.748,1,more,TRUE,ticket1,7/13/2020
3210,3210,12577,19,19,5,eexigxpohcyw,lt,3617,block_1,40,60,2.2,1.76,4.23,0.11,1.936,1.758,0.178,1,more,TRUE,ticket1,7/13/2020
3211,3211,12578,21,21,5,eexigxpohcyw,lt,3399,block_1,60,40,1.8,1.44,3.46,0.09,1.656,2.112,-0.456,0,more,TRUE,ticket2,7/13/2020
3212,3212,12579,23,23,5,eexigxpohcyw,lt,4279,block_1,80,20,2.4,1.92,4.62,0.12,2.304,3.72,-1.416,0,more,TRUE,ticket2,7/13/2020
3213,3213,12580,26,26,5,eexigxpohcyw,lt,2640,block_2,30,70,40,32,77,2,34.4,24.5,9.9,1,more,TRUE,ticket1,7/13/2020
3214,3214,12581,28,28,5,eexigxpohcyw,lt,3455,block_2,50,50,55,44,105.75,2.75,49.5,54.25,-4.75,1,less,FALSE,ticket2,7/13/2020
3215,3215,12582,30,30,5,eexigxpohcyw,lt,4029,block_2,10,90,55,44,105.75,2.75,45.1,13.05,32.05,1,more,TRUE,ticket1,7/13/2020
3216,3216,12583,32,32,5,eexigxpohcyw,lt,3737,block_2,100,0,60,48,115.5,3,60,115.5,-55.5,0,more,TRUE,ticket2,7/13/2020
3217,3217,12584,34,34,5,eexigxpohcyw,lt,4197,block_2,20,80,65,52,125,3.25,54.6,27.6,27,1,more,TRUE,ticket1,7/13/2020
3218,3218,12585,36,36,5,eexigxpohcyw,lt,4877,block_2,40,60,60,48,115.5,3,52.8,48,4.8,1,more,TRUE,ticket1,7/13/2020
3219,3219,12586,38,38,5,eexigxpohcyw,lt,3679,block_2,60,40,55,44,105.75,2.75,50.6,64.55,-13.95,0,more,TRUE,ticket2,7/13/2020
3220,3220,12587,40,40,5,eexigxpohcyw,lt,4267,block_2,90,10,50,40,96.25,2.5,49,86.875,-37.875,0,more,TRUE,ticket2,7/13/2020
3221,3221,12588,42,42,5,eexigxpohcyw,lt,5539,block_2,70,30,55,44,105.75,2.75,51.7,74.85,-23.15,0,more,TRUE,ticket2,7/13/2020
3222,3222,12589,44,44,5,eexigxpohcyw,lt,3379,block_2,80,20,75,60,144.25,3.75,72,116.15,-44.15,0,more,TRUE,ticket2,7/13/2020
3223,3223,12590,47,47,5,eexigxpohcyw,lt,2578,block_3,100,0,230,184,442.5,11.5,230,442.5,-212.5,0,more,TRUE,ticket2,7/13/2020
3224,3224,12591,49,49,5,eexigxpohcyw,lt,4427,block_3,20,80,190,152,365.5,9.5,159.6,80.7,78.9,1,more,TRUE,ticket1,7/13/2020
3225,3225,12592,51,51,5,eexigxpohcyw,lt,3378,block_3,70,30,200,160,384.5,10,188,272.15,-84.15,0,more,TRUE,ticket2,7/13/2020
3226,3226,12593,53,53,5,eexigxpohcyw,lt,3209,block_3,90,10,190,152,365.5,9.5,186.2,329.9,-143.7,0,more,TRUE,ticket2,7/13/2020
3227,3227,12594,55,55,5,eexigxpohcyw,lt,4537,block_3,30,70,190,152,365.5,9.5,163.4,116.3,47.1,1,more,TRUE,ticket1,7/13/2020
3228,3228,12595,57,57,5,eexigxpohcyw,lt,4638,block_3,60,40,210,168,404,10.5,193.2,246.6,-53.4,0,more,TRUE,ticket2,7/13/2020
3229,3229,12596,59,59,5,eexigxpohcyw,lt,3779,block_3,40,60,190,152,365.5,9.5,167.2,151.9,15.3,1,more,TRUE,ticket1,7/13/2020
3230,3230,12597,61,61,5,eexigxpohcyw,lt,4777,block_3,10,90,190,152,365.5,9.5,155.8,45.1,110.7,1,more,TRUE,ticket1,7/13/2020
3231,3231,12598,63,63,5,eexigxpohcyw,lt,2570,block_3,80,20,200,160,384.5,10,192,309.6,-117.6,0,more,TRUE,ticket2,7/13/2020
3232,3232,12599,65,65,5,eexigxpohcyw,lt,4888,block_3,50,50,200,160,384.5,10,180,197.25,-17.25,1,less,FALSE,ticket2,7/13/2020
3233,3233,15270,5,5,6,eexigxpohcyw,lt,2593,block_1,80,20,2.8,2.24,5.38,0.14,2.688,4.332,-1.644,0,more,TRUE,ticket2,7/13/2020
3234,3234,15271,7,7,6,eexigxpohcyw,lt,4246,block_1,10,90,2,1.6,3.85,0.1,1.64,0.475,1.165,1,more,TRUE,ticket1,7/13/2020
3235,3235,15272,9,9,6,eexigxpohcyw,lt,1678,block_1,90,10,1.4,1.12,2.69,0.07,1.372,2.428,-1.056,0,more,TRUE,ticket2,7/13/2020
3236,3236,15273,11,11,6,eexigxpohcyw,lt,2078,block_1,40,60,2.6,2.08,5,0.13,2.288,2.078,0.21,1,more,TRUE,ticket1,7/13/2020
3237,3237,15274,13,13,6,eexigxpohcyw,lt,2777,block_1,70,30,1.8,1.44,3.46,0.09,1.692,2.449,-0.757,0,more,TRUE,ticket2,7/13/2020
3238,3238,15275,15,15,6,eexigxpohcyw,lt,2717,block_1,100,0,2.6,2.08,5,0.13,2.6,5,-2.4,0,more,TRUE,ticket2,7/13/2020
3239,3239,15276,17,17,6,eexigxpohcyw,lt,3668,block_1,50,50,2.4,1.92,4.62,0.12,2.16,2.37,-0.21,1,less,FALSE,ticket2,7/13/2020
3240,3240,15277,19,19,6,eexigxpohcyw,lt,1578,block_1,20,80,2.2,1.76,4.23,0.11,1.848,0.934,0.914,1,more,TRUE,ticket1,7/13/2020
3241,3241,15278,21,21,6,eexigxpohcyw,lt,2536,block_1,30,70,2.2,1.76,4.23,0.11,1.892,1.346,0.546,1,more,TRUE,ticket1,7/13/2020
3242,3242,15279,23,23,6,eexigxpohcyw,lt,1889,block_1,60,40,2,1.6,3.85,0.1,1.84,2.35,-0.51,0,more,TRUE,ticket2,7/13/2020
3243,3243,15280,26,26,6,eexigxpohcyw,lt,2497,block_2,30,70,60,48,115.5,3,51.6,36.75,14.85,1,more,TRUE,ticket1,7/13/2020
3244,3244,15281,28,28,6,eexigxpohcyw,lt,2485,block_2,40,60,60,48,115.5,3,52.8,48,4.8,1,more,TRUE,ticket1,7/13/2020
3245,3245,15282,30,30,6,eexigxpohcyw,lt,3367,block_2,50,50,65,52,125,3.25,58.5,64.125,-5.625,1,less,FALSE,ticket2,7/13/2020
3246,3246,15283,32,32,6,eexigxpohcyw,lt,2579,block_2,20,80,60,48,115.5,3,50.4,25.5,24.9,1,more,TRUE,ticket1,7/13/2020
3247,3247,15284,34,34,6,eexigxpohcyw,lt,2928,block_2,90,10,50,40,96.25,2.5,49,86.875,-37.875,0,more,TRUE,ticket2,7/13/2020
3248,3248,15285,36,36,6,eexigxpohcyw,lt,2578,block_2,60,40,70,56,134.5,3.5,64.4,82.1,-17.7,0,more,TRUE,ticket2,7/13/2020
3249,3249,15286,38,38,6,eexigxpohcyw,lt,2798,block_2,100,0,60,48,115.5,3,60,115.5,-55.5,0,more,TRUE,ticket2,7/13/2020
3250,3250,15287,40,40,6,eexigxpohcyw,lt,2021,block_2,10,90,60,48,115.5,3,49.2,14.25,34.95,1,more,TRUE,ticket1,7/13/2020
3251,3251,15288,42,42,6,eexigxpohcyw,lt,1898,block_2,80,20,60,48,115.5,3,57.6,93,-35.4,0,more,TRUE,ticket2,7/13/2020
3252,3252,15289,44,44,6,eexigxpohcyw,lt,3165,block_2,70,30,45,36,86.5,2.25,42.3,61.225,-18.925,0,more,TRUE,ticket2,7/13/2020
3253,3253,15290,47,47,6,eexigxpohcyw,lt,1988,block_3,10,90,210,168,404,10.5,172.2,49.85,122.35,1,more,TRUE,ticket1,7/13/2020
3254,3254,15291,49,49,6,eexigxpohcyw,lt,1977,block_3,90,10,210,168,404,10.5,205.8,364.65,-158.85,0,more,TRUE,ticket2,7/13/2020
3255,3255,15292,51,51,6,eexigxpohcyw,lt,2717,block_3,20,80,160,128,307.5,8,134.4,67.9,66.5,1,more,TRUE,ticket1,7/13/2020
3256,3256,15293,53,53,6,eexigxpohcyw,lt,2078,block_3,40,60,200,160,384.5,10,176,159.8,16.2,1,more,TRUE,ticket1,7/13/2020
3257,3257,15294,55,55,6,eexigxpohcyw,lt,2447,block_3,30,70,200,160,384.5,10,172,122.35,49.65,1,more,TRUE,ticket1,7/13/2020
3258,3258,15295,57,57,6,eexigxpohcyw,lt,2288,block_3,80,20,220,176,423,11,211.2,340.6,-129.4,0,more,TRUE,ticket2,7/13/2020
