,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,trial_index,weekId,subjectId,expId,rt,block,top_p,low_p,hi_narr,lo_narr,hi_wide,lo_wide,ticket1_EV,ticket2_EV,difference,choice,EV_chosen,correct,correct_choice,date
15563,15921,1763,53,53,1,nvklurxafybq,lt,2826,block_3,50,50,220,176,423,11,198,217,-19,1,less,FALSE,ticket2,7/13/2020
15564,15922,1764,55,55,1,nvklurxafybq,lt,2689,block_3,60,40,190,152,365.5,9.5,174.8,223.1,-48.3,1,less,FALSE,ticket2,7/13/2020
15565,15923,1765,57,57,1,nvklurxafybq,lt,2721,block_3,70,30,220,176,423,11,206.8,299.4,-92.6,1,less,FALSE,ticket2,7/13/2020
15566,15924,1766,59,59,1,nvklurxafybq,lt,2753,block_3,90,10,210,168,404,10.5,205.8,364.65,-158.85,0,more,TRUE,ticket2,7/13/2020
15567,15925,1767,61,61,1,nvklurxafybq,lt,9130,block_3,40,60,190,152,365.5,9.5,167.2,151.9,15.3,1,more,TRUE,ticket1,7/13/2020
15568,15926,1768,63,63,1,nvklurxafybq,lt,2999,block_3,20,80,170,136,327,8.5,142.8,72.2,70.6,1,more,TRUE,ticket1,7/13/2020
15569,15927,1769,65,65,1,nvklurxafybq,lt,5824,block_3,10,90,210,168,404,10.5,172.2,49.85,122.35,1,more,TRUE,ticket1,7/13/2020
15570,15928,4830,5,5,2,nvklurxafybq,lt,5620,block_1,10,90,2.2,1.76,4.23,0.11,1.804,0.522,1.282,1,more,TRUE,ticket1,7/13/2020
15571,15929,4831,7,7,2,nvklurxafybq,lt,4667,block_1,90,10,2.4,1.92,4.62,0.12,2.352,4.17,-1.818,0,more,TRUE,ticket2,7/13/2020
15572,15930,4833,11,11,2,nvklurxafybq,lt,3732,block_1,70,30,1.4,1.12,2.69,0.07,1.316,1.904,-0.588,0,more,TRUE,ticket2,7/13/2020
15573,15931,4834,13,13,2,nvklurxafybq,lt,3380,block_1,20,80,2,1.6,3.85,0.1,1.68,0.85,0.83,1,more,TRUE,ticket1,7/13/2020
15574,15932,4835,15,15,2,nvklurxafybq,lt,2670,block_1,100,0,1.8,1.44,3.46,0.09,1.8,3.46,-1.66,0,more,TRUE,ticket2,7/13/2020
15575,15933,4837,19,19,2,nvklurxafybq,lt,2891,block_1,80,20,2.2,1.76,4.23,0.11,2.112,3.406,-1.294,0,more,TRUE,ticket2,7/13/2020
15576,15934,4838,21,21,2,nvklurxafybq,lt,7724,block_1,40,60,2.2,1.76,4.23,0.11,1.936,1.758,0.178,1,more,TRUE,ticket1,7/13/2020
15577,15935,4839,23,23,2,nvklurxafybq,lt,3399,block_1,30,70,2,1.6,3.85,0.1,1.72,1.225,0.495,1,more,TRUE,ticket1,7/13/2020
15578,15936,4840,26,26,2,nvklurxafybq,lt,3734,block_2,50,50,55,44,105.75,2.75,49.5,54.25,-4.75,1,less,FALSE,ticket2,7/13/2020
15579,15937,4841,28,28,2,nvklurxafybq,lt,5269,block_2,60,40,55,44,105.75,2.75,50.6,64.55,-13.95,1,less,FALSE,ticket2,7/13/2020
15580,15938,4842,30,30,2,nvklurxafybq,lt,2669,block_2,30,70,60,48,115.5,3,51.6,36.75,14.85,1,more,TRUE,ticket1,7/13/2020
15581,15939,4843,32,32,2,nvklurxafybq,lt,2822,block_2,80,20,60,48,115.5,3,57.6,93,-35.4,0,more,TRUE,ticket2,7/13/2020
15582,15940,4844,34,34,2,nvklurxafybq,lt,1517,block_2,90,10,70,56,134.5,3.5,68.6,121.4,-52.8,0,more,TRUE,ticket2,7/13/2020
15583,15941,4845,36,36,2,nvklurxafybq,lt,3083,block_2,40,60,70,56,134.5,3.5,61.6,55.9,5.7,1,more,TRUE,ticket1,7/13/2020
15584,15942,4846,38,38,2,nvklurxafybq,lt,5357,block_2,70,30,70,56,134.5,3.5,65.8,95.2,-29.4,1,less,FALSE,ticket2,7/13/2020
15585,15943,4847,40,40,2,nvklurxafybq,lt,3012,block_2,10,90,45,36,86.5,2.25,36.9,10.675,26.225,1,more,TRUE,ticket1,7/13/2020
15586,15944,4848,42,42,2,nvklurxafybq,lt,2997,block_2,20,80,70,56,134.5,3.5,58.8,29.7,29.1,1,more,TRUE,ticket1,7/13/2020
15587,15945,4849,44,44,2,nvklurxafybq,lt,2653,block_2,100,0,55,44,105.75,2.75,55,105.75,-50.75,0,more,TRUE,ticket2,7/13/2020
15588,15946,4850,47,47,2,nvklurxafybq,lt,3589,block_3,50,50,210,168,404,10.5,189,207.25,-18.25,1,less,FALSE,ticket2,7/13/2020
15589,15947,4851,49,49,2,nvklurxafybq,lt,2592,block_3,20,80,180,144,346,9,151.2,76.4,74.8,1,more,TRUE,ticket1,7/13/2020
15590,15948,4853,53,53,2,nvklurxafybq,lt,2664,block_3,40,60,220,176,423,11,193.6,175.8,17.8,1,more,TRUE,ticket1,7/13/2020
15591,15949,4854,55,55,2,nvklurxafybq,lt,1848,block_3,80,20,210,168,404,10.5,201.6,325.3,-123.7,0,more,TRUE,ticket2,7/13/2020
15592,15950,4855,57,57,2,nvklurxafybq,lt,3313,block_3,10,90,190,152,365.5,9.5,155.8,45.1,110.7,1,more,TRUE,ticket1,7/13/2020
15593,15951,4856,59,59,2,nvklurxafybq,lt,1554,block_3,100,0,190,152,365.5,9.5,190,365.5,-175.5,0,more,TRUE,ticket2,7/13/2020
15594,15952,4857,61,61,2,nvklurxafybq,lt,3857,block_3,30,70,190,152,365.5,9.5,163.4,116.3,47.1,1,more,TRUE,ticket1,7/13/2020
15595,15953,4858,63,63,2,nvklurxafybq,lt,3840,block_3,60,40,230,184,442.5,11.5,211.6,270.1,-58.5,1,less,FALSE,ticket2,7/13/2020
15596,15954,4859,65,65,2,nvklurxafybq,lt,2521,block_3,90,10,190,152,365.5,9.5,186.2,329.9,-143.7,0,more,TRUE,ticket2,7/13/2020
15597,15955,7890,5,5,3,nvklurxafybq,lt,5387,block_1,40,60,3,2.4,5.77,0.15,2.64,2.398,0.242,1,more,TRUE,ticket1,7/13/2020
15598,15956,7891,7,7,3,nvklurxafybq,lt,3404,block_1,10,90,1.8,1.44,3.46,0.09,1.476,0.427,1.049,1,more,TRUE,ticket1,7/13/2020
15599,15957,7892,9,9,3,nvklurxafybq,lt,1901,block_1,90,10,1.8,1.44,3.46,0.09,1.764,3.123,-1.359,0,more,TRUE,ticket2,7/13/2020
15600,15958,7893,11,11,3,nvklurxafybq,lt,3045,block_1,50,50,2.6,2.08,5,0.13,2.34,2.565,-0.225,1,less,FALSE,ticket2,7/13/2020
15601,15959,7895,15,15,3,nvklurxafybq,lt,2196,block_1,100,0,2.6,2.08,5,0.13,2.6,5,-2.4,0,more,TRUE,ticket2,7/13/2020
15602,15960,7896,17,17,3,nvklurxafybq,lt,3052,block_1,20,80,2.2,1.76,4.23,0.11,1.848,0.934,0.914,1,more,TRUE,ticket1,7/13/2020
15603,15961,7897,19,19,3,nvklurxafybq,lt,4813,block_1,60,40,2.2,1.76,4.23,0.11,2.024,2.582,-0.558,1,less,FALSE,ticket2,7/13/2020
15604,15962,7898,21,21,3,nvklurxafybq,lt,8317,block_1,80,20,2.4,1.92,4.62,0.12,2.304,3.72,-1.416,0,more,TRUE,ticket2,7/13/2020
15605,15963,7899,23,23,3,nvklurxafybq,lt,2142,block_1,30,70,2.4,1.92,4.62,0.12,2.064,1.47,0.594,1,more,TRUE,ticket1,7/13/2020
15606,15964,7900,26,26,3,nvklurxafybq,lt,4405,block_2,80,20,60,48,115.5,3,57.6,93,-35.4,0,more,TRUE,ticket2,7/13/2020
15607,15965,7901,28,28,3,nvklurxafybq,lt,2085,block_2,60,40,65,52,125,3.25,59.8,76.3,-16.5,1,less,FALSE,ticket2,7/13/2020
15608,15966,7902,30,30,3,nvklurxafybq,lt,2157,block_2,20,80,60,48,115.5,3,50.4,25.5,24.9,1,more,TRUE,ticket1,7/13/2020
15609,15967,7903,32,32,3,nvklurxafybq,lt,2133,block_2,100,0,55,44,105.75,2.75,55,105.75,-50.75,0,more,TRUE,ticket2,7/13/2020
15610,15968,7904,34,34,3,nvklurxafybq,lt,2157,block_2,10,90,65,52,125,3.25,53.3,15.425,37.875,1,more,TRUE,ticket1,7/13/2020
15611,15969,7905,36,36,3,nvklurxafybq,lt,2438,block_2,40,60,60,48,115.5,3,52.8,48,4.8,1,more,TRUE,ticket1,7/13/2020
15612,15970,7906,38,38,3,nvklurxafybq,lt,1708,block_2,90,10,60,48,115.5,3,58.8,104.25,-45.45,0,more,TRUE,ticket2,7/13/2020
15613,15971,7907,40,40,3,nvklurxafybq,lt,7773,block_2,70,30,80,64,153.75,4,75.2,108.825,-33.625,0,more,TRUE,ticket2,7/13/2020
15614,15972,7908,42,42,3,nvklurxafybq,lt,3061,block_2,30,70,50,40,96.25,2.5,43,30.625,12.375,1,more,TRUE,ticket1,7/13/2020
15615,15973,7909,44,44,3,nvklurxafybq,lt,2829,block_2,50,50,55,44,105.75,2.75,49.5,54.25,-4.75,1,less,FALSE,ticket2,7/13/2020
15616,15974,7911,49,49,3,nvklurxafybq,lt,4024,block_3,50,50,190,152,365.5,9.5,171,187.5,-16.5,1,less,FALSE,ticket2,7/13/2020
15617,15975,7912,51,51,3,nvklurxafybq,lt,1528,block_3,10,90,170,136,327,8.5,139.4,40.35,99.05,1,more,TRUE,ticket1,7/13/2020
15618,15976,7913,53,53,3,nvklurxafybq,lt,1720,block_3,100,0,180,144,346,9,180,346,-166,0,more,TRUE,ticket2,7/13/2020
15619,15977,7914,55,55,3,nvklurxafybq,lt,2674,block_3,30,70,180,144,346,9,154.8,110.1,44.7,1,more,TRUE,ticket1,7/13/2020
15620,15978,7915,57,57,3,nvklurxafybq,lt,2233,block_3,20,80,210,168,404,10.5,176.4,89.2,87.2,1,more,TRUE,ticket1,7/13/2020
15621,15979,7916,59,59,3,nvklurxafybq,lt,4721,block_3,80,20,180,144,346,9,172.8,278.6,-105.8,0,more,TRUE,ticket2,7/13/2020
15622,15980,7917,61,61,3,nvklurxafybq,lt,2058,block_3,40,60,220,176,423,11,193.6,175.8,17.8,1,more,TRUE,ticket1,7/13/2020
15623,15981,7918,63,63,3,nvklurxafybq,lt,3177,block_3,60,40,190,152,365.5,9.5,174.8,223.1,-48.3,1,less,FALSE,ticket2,7/13/2020
15624,15982,7919,65,65,3,nvklurxafybq,lt,1816,block_3,90,10,180,144,346,9,176.4,312.3,-135.9,0,more,TRUE,ticket2,7/13/2020
15625,15983,10860,5,5,4,nvklurxafybq,lt,3914,block_1,20,80,2,1.6,3.85,0.1,1.68,0.85,0.83,1,more,TRUE,ticket1,7/13/2020
15626,15984,10861,7,7,4,nvklurxafybq,lt,4748,block_1,70,30,2.4,1.92,4.62,0.12,2.256,3.27,-1.014,1,less,FALSE,ticket2,7/13/2020
15627,15985,10862,9,9,4,nvklurxafybq,lt,1812,block_1,80,20,2.4,1.92,4.62,0.12,2.304,3.72,-1.416,0,more,TRUE,ticket2,7/13/2020
15628,15986,10863,11,11,4,nvklurxafybq,lt,1693,block_1,30,70,2,1.6,3.85,0.1,1.72,1.225,0.495,1,more,TRUE,ticket1,7/13/2020
15629,15987,10864,13,13,4,nvklurxafybq,lt,2022,block_1,100,0,1.6,1.28,3.08,0.08,1.6,3.08,-1.48,0,more,TRUE,ticket2,7/13/2020
15630,15988,10865,15,15,4,nvklurxafybq,lt,4605,block_1,60,40,1.8,1.44,3.46,0.09,1.656,2.112,-0.456,1,less,FALSE,ticket2,7/13/2020
15631,15989,10866,17,17,4,nvklurxafybq,lt,2141,block_1,40,60,2.4,1.92,4.62,0.12,2.112,1.92,0.192,1,more,TRUE,ticket1,7/13/2020
15632,15990,10867,19,19,4,nvklurxafybq,lt,2350,block_1,10,90,2.4,1.92,4.62,0.12,1.968,0.57,1.398,1,more,TRUE,ticket1,7/13/2020
15633,15991,10868,21,21,4,nvklurxafybq,lt,3053,block_1,50,50,2.2,1.76,4.23,0.11,1.98,2.17,-0.19,1,less,FALSE,ticket2,7/13/2020
15634,15992,10869,23,23,4,nvklurxafybq,lt,1621,block_1,90,10,2.2,1.76,4.23,0.11,2.156,3.818,-1.662,0,more,TRUE,ticket2,7/13/2020
15635,15993,10870,26,26,4,nvklurxafybq,lt,2998,block_2,30,70,55,44,105.75,2.75,47.3,33.65,13.65,1,more,TRUE,ticket1,7/13/2020
15636,15994,10871,28,28,4,nvklurxafybq,lt,1556,block_2,90,10,70,56,134.5,3.5,68.6,121.4,-52.8,0,more,TRUE,ticket2,7/13/2020
15637,15995,10872,30,30,4,nvklurxafybq,lt,2220,block_2,50,50,70,56,134.5,3.5,63,69,-6,1,less,FALSE,ticket2,7/13/2020
15638,15996,10873,32,32,4,nvklurxafybq,lt,2228,block_2,60,40,50,40,96.25,2.5,46,58.75,-12.75,1,less,FALSE,ticket2,7/13/2020
15639,15997,10874,34,34,4,nvklurxafybq,lt,1812,block_2,100,0,80,64,153.75,4,80,153.75,-73.75,0,more,TRUE,ticket2,7/13/2020
15640,15998,10875,36,36,4,nvklurxafybq,lt,2510,block_2,10,90,55,44,105.75,2.75,45.1,13.05,32.05,1,more,TRUE,ticket1,7/13/2020
15641,15999,10876,38,38,4,nvklurxafybq,lt,3708,block_2,20,80,65,52,125,3.25,54.6,27.6,27,1,more,TRUE,ticket1,7/13/2020
15642,16000,10877,40,40,4,nvklurxafybq,lt,4732,block_2,80,20,65,52,125,3.25,62.4,100.65,-38.25,0,more,TRUE,ticket2,7/13/2020
15643,16001,10878,42,42,4,nvklurxafybq,lt,2318,block_2,70,30,55,44,105.75,2.75,51.7,74.85,-23.15,1,less,FALSE,ticket2,7/13/2020
15644,16002,10879,44,44,4,nvklurxafybq,lt,1957,block_2,40,60,65,52,125,3.25,57.2,51.95,5.25,1,more,TRUE,ticket1,7/13/2020
15645,16003,10880,47,47,4,nvklurxafybq,lt,3974,block_3,40,60,210,168,404,10.5,184.8,167.9,16.9,1,more,TRUE,ticket1,7/13/2020
15646,16004,10881,49,49,4,nvklurxafybq,lt,2049,block_3,30,70,220,176,423,11,189.2,134.6,54.6,1,more,TRUE,ticket1,7/13/2020
15647,16005,10882,51,51,4,nvklurxafybq,lt,1954,block_3,50,50,170,136,327,8.5,153,167.75,-14.75,1,less,FALSE,ticket2,7/13/2020
15648,16006,10883,53,53,4,nvklurxafybq,lt,1832,block_3,90,10,200,160,384.5,10,196,347.05,-151.05,0,more,TRUE,ticket2,7/13/2020
15649,16007,10884,55,55,4,nvklurxafybq,lt,1889,block_3,10,90,180,144,346,9,147.6,42.7,104.9,1,more,TRUE,ticket1,7/13/2020
15650,16008,10885,57,57,4,nvklurxafybq,lt,5370,block_3,80,20,220,176,423,11,211.2,340.6,-129.4,0,more,TRUE,ticket2,7/13/2020
15651,16009,10886,59,59,4,nvklurxafybq,lt,2081,block_3,60,40,200,160,384.5,10,184,234.7,-50.7,1,less,FALSE,ticket2,7/13/2020
15652,16010,10887,61,61,4,nvklurxafybq,lt,1683,block_3,100,0,200,160,384.5,10,200,384.5,-184.5,0,more,TRUE,ticket2,7/13/2020
15653,16011,10888,63,63,4,nvklurxafybq,lt,5642,block_3,20,80,180,144,346,9,151.2,76.4,74.8,1,more,TRUE,ticket1,7/13/2020
15654,16012,10889,65,65,4,nvklurxafybq,lt,6048,block_3,70,30,190,152,365.5,9.5,178.6,258.7,-80.1,1,less,FALSE,ticket2,7/13/2020
15655,16013,13710,5,5,5,nvklurxafybq,lt,3421,block_1,100,0,1.8,1.44,3.46,0.09,1.8,3.46,-1.66,0,more,TRUE,ticket2,7/13/2020
15656,16014,13711,7,7,5,nvklurxafybq,lt,1819,block_1,10,90,2.4,1.92,4.62,0.12,1.968,0.57,1.398,1,more,TRUE,ticket1,7/13/2020
15657,16015,13712,9,9,5,nvklurxafybq,lt,1757,block_1,30,70,2.4,1.92,4.62,0.12,2.064,1.47,0.594,1,more,TRUE,ticket1,7/13/2020
15658,16016,13713,11,11,5,nvklurxafybq,lt,3549,block_1,60,40,1.8,1.44,3.46,0.09,1.656,2.112,-0.456,1,less,FALSE,ticket2,7/13/2020
15659,16017,13714,13,13,5,nvklurxafybq,lt,1589,block_1,90,10,2.2,1.76,4.23,0.11,2.156,3.818,-1.662,0,more,TRUE,ticket2,7/13/2020
15660,16018,13715,15,15,5,nvklurxafybq,lt,2142,block_1,70,30,1.6,1.28,3.08,0.08,1.504,2.18,-0.676,1,less,FALSE,ticket2,7/13/2020
15661,16019,13716,17,17,5,nvklurxafybq,lt,1725,block_1,20,80,1.6,1.28,3.08,0.08,1.344,0.68,0.664,1,more,TRUE,ticket1,7/13/2020
15662,16020,13717,19,19,5,nvklurxafybq,lt,2446,block_1,40,60,2.8,2.24,5.38,0.14,2.464,2.236,0.228,1,more,TRUE,ticket1,7/13/2020
15663,16021,13718,21,21,5,nvklurxafybq,lt,1677,block_1,80,20,2.4,1.92,4.62,0.12,2.304,3.72,-1.416,0,more,TRUE,ticket2,7/13/2020
15664,16022,13719,23,23,5,nvklurxafybq,lt,1910,block_1,50,50,1.4,1.12,2.69,0.07,1.26,1.38,-0.12,1,less,FALSE,ticket2,7/13/2020
15665,16023,13720,26,26,5,nvklurxafybq,lt,1789,block_2,20,80,65,52,125,3.25,54.6,27.6,27,1,more,TRUE,ticket1,7/13/2020
15666,16024,13721,28,28,5,nvklurxafybq,lt,1501,block_2,100,0,55,44,105.75,2.75,55,105.75,-50.75,0,more,TRUE,ticket2,7/13/2020
15667,16025,13722,30,30,5,nvklurxafybq,lt,1853,block_2,50,50,70,56,134.5,3.5,63,69,-6,1,less,FALSE,ticket2,7/13/2020
15668,16026,13723,32,32,5,nvklurxafybq,lt,2085,block_2,40,60,55,44,105.75,2.75,48.4,43.95,4.45,1,more,TRUE,ticket1,7/13/2020
15669,16027,13724,34,34,5,nvklurxafybq,lt,2190,block_2,70,30,60,48,115.5,3,56.4,81.75,-25.35,1,less,FALSE,ticket2,7/13/2020
15670,16028,13725,36,36,5,nvklurxafybq,lt,1628,block_2,30,70,65,52,125,3.25,55.9,39.775,16.125,1,more,TRUE,ticket1,7/13/2020
15671,16029,13726,38,38,5,nvklurxafybq,lt,1645,block_2,80,20,45,36,86.5,2.25,43.2,69.65,-26.45,0,more,TRUE,ticket2,7/13/2020
15672,16030,13727,40,40,5,nvklurxafybq,lt,1604,block_2,90,10,35,28,67.25,1.75,34.3,60.7,-26.4,0,more,TRUE,ticket2,7/13/2020
15673,16031,13728,42,42,5,nvklurxafybq,lt,1534,block_2,10,90,65,52,125,3.25,53.3,15.425,37.875,1,more,TRUE,ticket1,7/13/2020
15674,16032,13729,44,44,5,nvklurxafybq,lt,1644,block_2,60,40,55,44,105.75,2.75,50.6,64.55,-13.95,1,less,FALSE,ticket2,7/13/2020
15675,16033,13730,47,47,5,nvklurxafybq,lt,1676,block_3,50,50,190,152,365.5,9.5,171,187.5,-16.5,1,less,FALSE,ticket2,7/13/2020
15676,16034,13731,49,49,5,nvklurxafybq,lt,1889,block_3,20,80,190,152,365.5,9.5,159.6,80.7,78.9,1,more,TRUE,ticket1,7/13/2020
15677,16035,13732,51,51,5,nvklurxafybq,lt,1505,block_3,70,30,200,160,384.5,10,188,272.15,-84.15,0,more,TRUE,ticket2,7/13/2020
15678,16036,13733,53,53,5,nvklurxafybq,lt,1506,block_3,100,0,180,144,346,9,180,346,-166,0,more,TRUE,ticket2,7/13/2020
15679,16037,13734,55,55,5,nvklurxafybq,lt,1890,block_3,80,20,210,168,404,10.5,201.6,325.3,-123.7,0,more,TRUE,ticket2,7/13/2020
15680,16038,13735,57,57,5,nvklurxafybq,lt,1929,block_3,40,60,240,192,461.5,12,211.2,191.8,19.4,1,more,TRUE,ticket1,7/13/2020
15681,16039,13736,59,59,5,nvklurxafybq,lt,1912,block_3,30,70,200,160,384.5,10,172,122.35,49.65,1,more,TRUE,ticket1,7/13/2020
15682,16040,13737,61,61,5,nvklurxafybq,lt,1737,block_3,10,90,230,184,442.5,11.5,188.6,54.6,134,1,more,TRUE,ticket1,7/13/2020
15683,16041,13738,63,63,5,nvklurxafybq,lt,1922,block_3,90,10,220,176,423,11,215.6,381.8,-166.2,0,more,TRUE,ticket2,7/13/2020
15684,16042,13739,65,65,5,nvklurxafybq,lt,2050,block_3,60,40,220,176,423,11,202.4,258.2,-55.8,1,less,FALSE,ticket2,7/13/2020
15685,16043,16440,5,5,6,nvklurxafybq,lt,3060,block_1,50,50,2.2,1.76,4.23,0.11,1.98,2.17,-0.19,1,less,FALSE,ticket2,7/13/2020
15686,16044,16441,7,7,6,nvklurxafybq,lt,2149,block_1,20,80,2,1.6,3.85,0.1,1.68,0.85,0.83,1,more,TRUE,ticket1,7/13/2020
15687,16045,16442,9,9,6,nvklurxafybq,lt,2059,block_1,70,30,2.6,2.08,5,0.13,2.444,3.539,-1.095,1,less,FALSE,ticket2,7/13/2020
15688,16046,16443,11,11,6,nvklurxafybq,lt,3014,block_1,10,90,1.4,1.12,2.69,0.07,1.148,0.332,0.816,1,more,TRUE,ticket1,7/13/2020
15689,16047,16444,13,13,6,nvklurxafybq,lt,5894,block_1,60,40,1.6,1.28,3.08,0.08,1.472,1.88,-0.408,1,less,FALSE,ticket2,7/13/2020
15690,16048,16445,15,15,6,nvklurxafybq,lt,6556,block_1,80,20,2.6,2.08,5,0.13,2.496,4.026,-1.53,0,more,TRUE,ticket2,7/13/2020
15691,16049,16446,17,17,6,nvklurxafybq,lt,1773,block_1,100,0,2,1.6,3.85,0.1,2,3.85,-1.85,0,more,TRUE,ticket2,7/13/2020
15692,16050,16447,19,19,6,nvklurxafybq,lt,1726,block_1,90,10,2.8,2.24,5.38,0.14,2.744,4.856,-2.112,0,more,TRUE,ticket2,7/13/2020
15693,16051,16448,21,21,6,nvklurxafybq,lt,1974,block_1,30,70,2.2,1.76,4.23,0.11,1.892,1.346,0.546,1,more,TRUE,ticket1,7/13/2020
15694,16052,16449,23,23,6,nvklurxafybq,lt,2494,block_1,40,60,2.6,2.08,5,0.13,2.288,2.078,0.21,1,more,TRUE,ticket1,7/13/2020
15695,16053,16450,26,26,6,nvklurxafybq,lt,3878,block_2,50,50,70,56,134.5,3.5,63,69,-6,1,less,FALSE,ticket2,7/13/2020
15696,16054,16451,28,28,6,nvklurxafybq,lt,3060,block_2,60,40,60,48,115.5,3,55.2,70.5,-15.3,1,less,FALSE,ticket2,7/13/2020
15697,16055,16452,30,30,6,nvklurxafybq,lt,1733,block_2,90,10,60,48,115.5,3,58.8,104.25,-45.45,0,more,TRUE,ticket2,7/13/2020
15698,16056,16453,32,32,6,nvklurxafybq,lt,2604,block_2,20,80,75,60,144.25,3.75,63,31.85,31.15,1,more,TRUE,ticket1,7/13/2020
15699,16057,16454,34,34,6,nvklurxafybq,lt,2620,block_2,30,70,60,48,115.5,3,51.6,36.75,14.85,1,more,TRUE,ticket1,7/13/2020
15700,16058,16455,36,36,6,nvklurxafybq,lt,1789,block_2,40,60,60,48,115.5,3,52.8,48,4.8,1,more,TRUE,ticket1,7/13/2020
15701,16059,16456,38,38,6,nvklurxafybq,lt,5094,block_2,70,30,60,48,115.5,3,56.4,81.75,-25.35,1,less,FALSE,ticket2,7/13/2020
15702,16060,16457,40,40,6,nvklurxafybq,lt,1637,block_2,80,20,65,52,125,3.25,62.4,100.65,-38.25,0,more,TRUE,ticket2,7/13/2020
15703,16061,16458,42,42,6,nvklurxafybq,lt,1877,block_2,100,0,55,44,105.75,2.75,55,105.75,-50.75,0,more,TRUE,ticket2,7/13/2020
15704,16062,16459,44,44,6,nvklurxafybq,lt,1669,block_2,10,90,75,60,144.25,3.75,61.5,17.8,43.7,1,more,TRUE,ticket1,7/13/2020
15705,16063,16460,47,47,6,nvklurxafybq,lt,3325,block_3,70,30,180,144,346,9,169.2,244.9,-75.7,1,less,FALSE,ticket2,7/13/2020
15706,16064,16461,49,49,6,nvklurxafybq,lt,1705,block_3,90,10,230,184,442.5,11.5,225.4,399.4,-174,0,more,TRUE,ticket2,7/13/2020
15707,16065,16462,51,51,6,nvklurxafybq,lt,1913,block_3,100,0,220,176,423,11,220,423,-203,0,more,TRUE,ticket2,7/13/2020
15708,16066,16463,53,53,6,nvklurxafybq,lt,2225,block_3,40,60,220,176,423,11,193.6,175.8,17.8,1,more,TRUE,ticket1,7/13/2020
15709,16067,16464,55,55,6,nvklurxafybq,lt,1969,block_3,10,90,200,160,384.5,10,164,47.45,116.55,1,more,TRUE,ticket1,7/13/2020
15710,16068,16465,57,57,6,nvklurxafybq,lt,2162,block_3,60,40,200,160,384.5,10,184,234.7,-50.7,1,less,FALSE,ticket2,7/13/2020
15711,16069,16466,59,59,6,nvklurxafybq,lt,2194,block_3,20,80,240,192,461.5,12,201.6,101.9,99.7,1,more,TRUE,ticket1,7/13/2020
15712,16070,16467,61,61,6,nvklurxafybq,lt,2762,block_3,50,50,210,168,404,10.5,189,207.25,-18.25,1,less,FALSE,ticket2,7/13/2020
15713,16071,16468,63,63,6,nvklurxafybq,lt,7273,block_3,80,20,170,136,327,8.5,163.2,263.3,-100.1,0,more,TRUE,ticket2,7/13/2020
15714,16072,16469,65,65,6,nvklurxafybq,lt,1504,block_3,30,70,200,160,384.5,10,172,122.35,49.65,1,more,TRUE,ticket1,7/13/2020
15715,16073,19110,5,5,7,nvklurxafybq,lt,2510,block_1,80,20,2.2,1.76,4.23,0.11,2.112,3.406,-1.294,0,more,TRUE,ticket2,7/13/2020
15716,16074,19111,7,7,7,nvklurxafybq,lt,3180,block_1,60,40,2.2,1.76,4.23,0.11,2.024,2.582,-0.558,1,less,FALSE,ticket2,7/13/2020
15717,16075,19112,9,9,7,nvklurxafybq,lt,1925,block_1,100,0,2.4,1.92,4.62,0.12,2.4,4.62,-2.22,0,more,TRUE,ticket2,7/13/2020
15718,16076,19113,11,11,7,nvklurxafybq,lt,2548,block_1,70,30,2,1.6,3.85,0.1,1.88,2.725,-0.845,1,less,FALSE,ticket2,7/13/2020
15719,16077,19114,13,13,7,nvklurxafybq,lt,2141,block_1,50,50,2.6,2.08,5,0.13,2.34,2.565,-0.225,1,less,FALSE,ticket2,7/13/2020
15720,16078,19115,15,15,7,nvklurxafybq,lt,2269,block_1,20,80,2.2,1.76,4.23,0.11,1.848,0.934,0.914,1,more,TRUE,ticket1,7/13/2020
15721,16079,19116,17,17,7,nvklurxafybq,lt,1572,block_1,10,90,2.2,1.76,4.23,0.11,1.804,0.522,1.282,1,more,TRUE,ticket1,7/13/2020
15722,16080,19117,19,19,7,nvklurxafybq,lt,1790,block_1,40,60,2.4,1.92,4.62,0.12,2.112,1.92,0.192,1,more,TRUE,ticket1,7/13/2020
15723,16081,19118,21,21,7,nvklurxafybq,lt,1877,block_1,30,70,2.2,1.76,4.23,0.11,1.892,1.346,0.546,1,more,TRUE,ticket1,7/13/2020
15724,16082,19119,23,23,7,nvklurxafybq,lt,2134,block_1,90,10,2,1.6,3.85,0.1,1.96,3.475,-1.515,0,more,TRUE,ticket2,7/13/2020
15725,16083,19120,26,26,7,nvklurxafybq,lt,1557,block_2,100,0,70,56,134.5,3.5,70,134.5,-64.5,0,more,TRUE,ticket2,7/13/2020
15726,16084,19121,28,28,7,nvklurxafybq,lt,1957,block_2,10,90,60,48,115.5,3,49.2,14.25,34.95,1,more,TRUE,ticket1,7/13/2020
15727,16085,19122,30,30,7,nvklurxafybq,lt,2325,block_2,50,50,55,44,105.75,2.75,49.5,54.25,-4.75,1,less,FALSE,ticket2,7/13/2020
15728,16086,19123,32,32,7,nvklurxafybq,lt,1525,block_2,90,10,55,44,105.75,2.75,53.9,95.45,-41.55,0,more,TRUE,ticket2,7/13/2020
