,Unnamed: 0,Unnamed: 0.1,trial_index,weekId,subjectId,expId,rt,small_amount,large_amount,later_delay,choice,date
12844,9349,19,19,4,nmvibdtibvnc,itc,2664.0,50.0,60.0,80.0,0,07/13/2020
12845,9350,21,21,4,nmvibdtibvnc,itc,1046.0,11.0,30.0,108.0,1,07/13/2020
12846,9351,23,23,4,nmvibdtibvnc,itc,1018.0,34.0,35.0,183.0,0,07/13/2020
12847,9352,25,25,4,nmvibdtibvnc,itc,1010.0,25.0,55.0,12.0,0,07/13/2020
12848,9353,27,27,4,nmvibdtibvnc,itc,1266.0,24.0,25.0,104.0,0,07/13/2020
12849,9354,29,29,4,nmvibdtibvnc,itc,1114.0,54.0,85.0,14.0,1,07/13/2020
12850,9355,31,31,4,nmvibdtibvnc,itc,1533.0,25.0,55.0,75.0,0,07/13/2020
12851,9356,33,33,4,nmvibdtibvnc,itc,1011.0,10.0,35.0,10.0,1,07/13/2020
12852,9357,35,35,4,nmvibdtibvnc,itc,1068.0,46.0,85.0,53.0,0,07/13/2020
12853,9358,37,37,4,nmvibdtibvnc,itc,1976.0,73.0,75.0,171.0,0,07/13/2020
12854,9359,39,39,4,nmvibdtibvnc,itc,1203.0,64.0,80.0,100.0,0,07/13/2020
12855,9360,41,41,4,nmvibdtibvnc,itc,1437.0,20.0,80.0,12.0,0,07/13/2020
12856,9361,43,43,4,nmvibdtibvnc,itc,1339.0,50.0,85.0,7.0,0,07/13/2020
12857,9362,45,45,4,nmvibdtibvnc,itc,1372.0,43.0,75.0,124.0,0,07/13/2020
12858,9363,47,47,4,nmvibdtibvnc,itc,1291.0,27.0,30.0,111.0,0,07/13/2020
12859,9364,49,49,4,nmvibdtibvnc,itc,1015.0,39.0,50.0,47.0,0,07/13/2020
12860,9365,51,51,4,nmvibdtibvnc,itc,1480.0,58.0,60.0,86.0,0,07/13/2020
12861,9366,53,53,4,nmvibdtibvnc,itc,1491.0,10.0,25.0,15.0,1,07/13/2020
12862,9367,55,55,4,nmvibdtibvnc,itc,1218.0,20.0,60.0,8.0,1,07/13/2020
12863,9368,57,57,4,nmvibdtibvnc,itc,1201.0,46.0,50.0,87.0,0,07/13/2020
12864,11907,5,5,5,nmvibdtibvnc,itc,2957.0,10.0,50.0,16.0,1,07/13/2020
12865,11908,7,7,5,nmvibdtibvnc,itc,1840.0,59.0,60.0,106.0,0,07/13/2020
12866,11909,9,9,5,nmvibdtibvnc,itc,2267.0,20.0,25.0,100.0,0,07/13/2020
12867,11910,11,11,5,nmvibdtibvnc,itc,1239.0,32.0,35.0,234.0,0,07/13/2020
12868,11911,13,13,5,nmvibdtibvnc,itc,1020.0,5.0,25.0,16.0,1,07/13/2020
12869,11912,15,15,5,nmvibdtibvnc,itc,1134.0,54.0,85.0,14.0,1,07/13/2020
12870,11913,17,17,5,nmvibdtibvnc,itc,1508.0,77.0,80.0,39.0,0,07/13/2020
12871,11914,19,19,5,nmvibdtibvnc,itc,1287.0,29.0,30.0,215.0,0,07/13/2020
12872,11915,21,21,5,nmvibdtibvnc,itc,1408.0,82.0,85.0,229.0,0,07/13/2020
12873,11916,23,23,5,nmvibdtibvnc,itc,1722.0,10.0,35.0,61.0,0,07/13/2020
12874,11917,25,25,5,nmvibdtibvnc,itc,1103.0,23.0,35.0,87.0,0,07/13/2020
12875,11918,27,27,5,nmvibdtibvnc,itc,6341.0,25.0,75.0,8.0,1,07/13/2020
12876,11919,29,29,5,nmvibdtibvnc,itc,1107.0,27.0,30.0,111.0,0,07/13/2020
12877,11920,31,31,5,nmvibdtibvnc,itc,2483.0,6.0,25.0,198.0,0,07/13/2020
12878,11921,33,33,5,nmvibdtibvnc,itc,2833.0,50.0,85.0,7.0,1,07/13/2020
12879,11922,35,35,5,nmvibdtibvnc,itc,1047.0,32.0,75.0,84.0,0,07/13/2020
12880,11923,37,37,5,nmvibdtibvnc,itc,1694.0,46.0,50.0,87.0,0,07/13/2020
12881,11924,39,39,5,nmvibdtibvnc,itc,1068.0,78.0,80.0,64.0,0,07/13/2020
12882,11925,41,41,5,nmvibdtibvnc,itc,1648.0,20.0,60.0,125.0,0,07/13/2020
12883,11926,43,43,5,nmvibdtibvnc,itc,2701.0,25.0,55.0,12.0,1,07/13/2020
12884,11927,45,45,5,nmvibdtibvnc,itc,1443.0,5.0,55.0,244.0,0,07/13/2020
12885,11928,47,47,5,nmvibdtibvnc,itc,1501.0,50.0,80.0,100.0,0,07/13/2020
12886,11929,49,49,5,nmvibdtibvnc,itc,1204.0,40.0,50.0,100.0,0,07/13/2020
12887,11930,51,51,5,nmvibdtibvnc,itc,1474.0,53.0,60.0,22.0,0,07/13/2020
12888,11931,53,53,5,nmvibdtibvnc,itc,1149.0,60.0,75.0,100.0,0,07/13/2020
12889,11932,55,55,5,nmvibdtibvnc,itc,1393.0,15.0,30.0,10.0,1,07/13/2020
12890,11933,57,57,5,nmvibdtibvnc,itc,1520.0,52.0,55.0,144.0,0,07/13/2020
12891,14418,5,5,6,nmvibdtibvnc,itc,3629.0,82.0,85.0,229.0,0,07/13/2020
12892,14419,7,7,6,nmvibdtibvnc,itc,2040.0,20.0,60.0,125.0,0,07/13/2020
12893,14420,9,9,6,nmvibdtibvnc,itc,1730.0,20.0,80.0,12.0,1,07/13/2020
12894,14421,11,11,6,nmvibdtibvnc,itc,1826.0,10.0,50.0,16.0,1,07/13/2020
12895,14422,13,13,6,nmvibdtibvnc,itc,1413.0,50.0,55.0,100.0,0,07/13/2020
12896,14423,15,15,6,nmvibdtibvnc,itc,1390.0,14.0,35.0,15.0,1,07/13/2020
12897,14424,17,17,6,nmvibdtibvnc,itc,1339.0,11.0,30.0,108.0,0,07/13/2020
12898,14425,19,19,6,nmvibdtibvnc,itc,1243.0,50.0,85.0,7.0,1,07/13/2020
12899,14426,21,21,6,nmvibdtibvnc,itc,1105.0,79.0,85.0,76.0,0,07/13/2020
12900,14427,23,23,6,nmvibdtibvnc,itc,1169.0,53.0,60.0,22.0,1,07/13/2020
12901,14428,25,25,6,nmvibdtibvnc,itc,1008.0,43.0,75.0,124.0,0,07/13/2020
12902,14429,27,27,6,nmvibdtibvnc,itc,1591.0,32.0,75.0,84.0,0,07/13/2020
12903,14430,29,29,6,nmvibdtibvnc,itc,1365.0,25.0,50.0,10.0,1,07/13/2020
12904,14431,31,31,6,nmvibdtibvnc,itc,1395.0,34.0,35.0,183.0,0,07/13/2020
12905,14432,33,33,6,nmvibdtibvnc,itc,1403.0,59.0,60.0,106.0,0,07/13/2020
12906,14433,35,35,6,nmvibdtibvnc,itc,2050.0,49.0,50.0,51.0,0,07/13/2020
12907,14434,37,37,6,nmvibdtibvnc,itc,1530.0,64.0,80.0,100.0,0,07/13/2020
12908,14435,39,39,6,nmvibdtibvnc,itc,1426.0,34.0,80.0,33.0,0,07/13/2020
12909,14436,41,41,6,nmvibdtibvnc,itc,1816.0,28.0,35.0,100.0,0,07/13/2020
12910,14437,43,43,6,nmvibdtibvnc,itc,1902.0,4.0,25.0,128.0,0,07/13/2020
12911,14438,45,45,6,nmvibdtibvnc,itc,1322.0,50.0,55.0,40.0,0,07/13/2020
12912,14439,47,47,6,nmvibdtibvnc,itc,1347.0,72.0,75.0,104.0,0,07/13/2020
12913,14440,49,49,6,nmvibdtibvnc,itc,1042.0,5.0,55.0,244.0,0,07/13/2020
12914,14441,51,51,6,nmvibdtibvnc,itc,1036.0,24.0,25.0,104.0,0,07/13/2020
12915,14442,53,53,6,nmvibdtibvnc,itc,1341.0,10.0,30.0,8.0,1,07/13/2020
12916,14443,55,55,6,nmvibdtibvnc,itc,1299.0,14.0,25.0,131.0,0,07/13/2020
12917,14444,57,57,6,nmvibdtibvnc,itc,1284.0,27.0,30.0,111.0,0,07/13/2020
12918,16767,8,8,7,nmvibdtibvnc,itc,3596.0,5.0,30.0,122.0,1,07/13/2020
12919,16768,10,10,7,nmvibdtibvnc,itc,1730.0,33.0,80.0,89.0,1,07/13/2020
12920,16769,12,12,7,nmvibdtibvnc,itc,1785.0,34.0,35.0,183.0,0,07/13/2020
12921,16770,14,14,7,nmvibdtibvnc,itc,1912.0,54.0,85.0,14.0,1,07/13/2020
12922,16771,16,16,7,nmvibdtibvnc,itc,1375.0,39.0,50.0,47.0,1,07/13/2020
12923,16772,18,18,7,nmvibdtibvnc,itc,1913.0,6.0,25.0,198.0,1,07/13/2020
12924,16773,20,20,7,nmvibdtibvnc,itc,1625.0,25.0,55.0,75.0,1,07/13/2020
12925,16774,22,22,7,nmvibdtibvnc,itc,1431.0,34.0,85.0,250.0,1,07/13/2020
12926,16775,24,24,7,nmvibdtibvnc,itc,1325.0,25.0,55.0,12.0,1,07/13/2020
12927,16776,26,26,7,nmvibdtibvnc,itc,1163.0,8.0,50.0,128.0,1,07/13/2020
12928,16777,28,28,7,nmvibdtibvnc,itc,1580.0,60.0,75.0,100.0,1,07/13/2020
12929,16778,30,30,7,nmvibdtibvnc,itc,2202.0,13.0,30.0,218.0,1,07/13/2020
12930,16779,32,32,7,nmvibdtibvnc,itc,2011.0,23.0,25.0,87.0,0,07/13/2020
12931,16780,34,34,7,nmvibdtibvnc,itc,1259.0,20.0,80.0,12.0,1,07/13/2020
12932,16781,36,36,7,nmvibdtibvnc,itc,1287.0,14.0,35.0,15.0,1,07/13/2020
12933,16782,38,38,7,nmvibdtibvnc,itc,1941.0,49.0,50.0,127.0,0,07/13/2020
12934,16783,40,40,7,nmvibdtibvnc,itc,1130.0,20.0,60.0,8.0,0,07/13/2020
12935,16784,42,42,7,nmvibdtibvnc,itc,2733.0,79.0,80.0,79.0,1,07/13/2020
12936,16785,44,44,7,nmvibdtibvnc,itc,3430.0,28.0,35.0,100.0,1,07/13/2020
12937,16786,46,46,7,nmvibdtibvnc,itc,1823.0,50.0,55.0,100.0,0,07/13/2020
12938,16787,48,48,7,nmvibdtibvnc,itc,1421.0,58.0,60.0,86.0,0,07/13/2020
12939,16788,50,50,7,nmvibdtibvnc,itc,1519.0,79.0,85.0,76.0,0,07/13/2020
12940,16789,52,52,7,nmvibdtibvnc,itc,1331.0,5.0,25.0,16.0,1,07/13/2020
12941,16790,54,54,7,nmvibdtibvnc,itc,1273.0,72.0,75.0,104.0,0,07/13/2020
12942,16791,56,56,7,nmvibdtibvnc,itc,1280.0,50.0,60.0,80.0,0,07/13/2020
12943,16792,58,58,7,nmvibdtibvnc,itc,1576.0,29.0,30.0,86.0,0,07/13/2020
12944,16793,60,60,7,nmvibdtibvnc,itc,1315.0,30.0,75.0,15.0,1,07/13/2020
12945,19170,5,5,8,nmvibdtibvnc,itc,3251.0,11.0,30.0,108.0,0,07/13/2020
12946,19171,7,7,8,nmvibdtibvnc,itc,2444.0,14.0,35.0,15.0,1,07/13/2020
12947,19172,9,9,8,nmvibdtibvnc,itc,3929.0,79.0,85.0,76.0,0,07/13/2020
12948,19173,11,11,8,nmvibdtibvnc,itc,4142.0,25.0,55.0,75.0,0,07/13/2020
12949,19174,13,13,8,nmvibdtibvnc,itc,1577.0,78.0,80.0,64.0,0,07/13/2020
12950,19175,15,15,8,nmvibdtibvnc,itc,1147.0,34.0,85.0,250.0,0,07/13/2020
12951,19176,17,17,8,nmvibdtibvnc,itc,1668.0,4.0,25.0,128.0,0,07/13/2020
12952,19177,19,19,8,nmvibdtibvnc,itc,1303.0,59.0,60.0,17.0,1,07/13/2020
12953,19178,21,21,8,nmvibdtibvnc,itc,3652.0,34.0,80.0,33.0,1,07/13/2020
12954,19179,23,23,8,nmvibdtibvnc,itc,1541.0,25.0,75.0,8.0,1,07/13/2020
12955,19180,25,25,8,nmvibdtibvnc,itc,3227.0,50.0,85.0,7.0,1,07/13/2020
12956,19181,27,27,8,nmvibdtibvnc,itc,1738.0,29.0,30.0,86.0,0,07/13/2020
12957,19182,29,29,8,nmvibdtibvnc,itc,1581.0,73.0,75.0,171.0,0,07/13/2020
12958,19183,31,31,8,nmvibdtibvnc,itc,1720.0,25.0,50.0,10.0,1,07/13/2020
12959,19184,33,33,8,nmvibdtibvnc,itc,6404.0,23.0,35.0,87.0,0,07/13/2020
12960,19185,35,35,8,nmvibdtibvnc,itc,1770.0,23.0,25.0,87.0,0,07/13/2020
12961,19186,37,37,8,nmvibdtibvnc,itc,1354.0,32.0,75.0,84.0,0,07/13/2020
12962,19187,39,39,8,nmvibdtibvnc,itc,1338.0,49.0,50.0,127.0,0,07/13/2020
12963,19188,41,41,8,nmvibdtibvnc,itc,2013.0,53.0,60.0,22.0,0,07/13/2020
12964,19189,43,43,8,nmvibdtibvnc,itc,1436.0,10.0,60.0,122.0,0,07/13/2020
12965,19190,45,45,8,nmvibdtibvnc,itc,1495.0,5.0,25.0,16.0,1,07/13/2020
12966,19191,47,47,8,nmvibdtibvnc,itc,1662.0,28.0,35.0,100.0,0,07/13/2020
12967,19192,49,49,8,nmvibdtibvnc,itc,3456.0,52.0,55.0,144.0,0,07/13/2020
12968,19193,51,51,8,nmvibdtibvnc,itc,5061.0,64.0,80.0,100.0,0,07/13/2020
12969,19194,53,53,8,nmvibdtibvnc,itc,1254.0,29.0,30.0,215.0,0,07/13/2020
12970,19195,55,55,8,nmvibdtibvnc,itc,1258.0,10.0,50.0,16.0,1,07/13/2020
12971,19196,57,57,8,nmvibdtibvnc,itc,1588.0,50.0,55.0,40.0,0,07/13/2020
12972,21600,5,5,9,nmvibdtibvnc,itc,2112.0,5.0,55.0,244.0,0,07/13/2020
12973,21601,7,7,9,nmvibdtibvnc,itc,2338.0,12.0,75.0,128.0,0,07/13/2020
12974,21602,9,9,9,nmvibdtibvnc,itc,1822.0,50.0,80.0,100.0,0,07/13/2020
12975,21603,11,11,9,nmvibdtibvnc,itc,2035.0,80.0,85.0,25.0,1,07/13/2020
12976,21604,13,13,9,nmvibdtibvnc,itc,2506.0,31.0,35.0,129.0,0,07/13/2020
12977,21605,15,15,9,nmvibdtibvnc,itc,2307.0,10.0,35.0,10.0,1,07/13/2020
12978,21606,17,17,9,nmvibdtibvnc,itc,1389.0,49.0,50.0,127.0,0,07/13/2020
12979,21607,19,19,9,nmvibdtibvnc,itc,2174.0,30.0,75.0,15.0,1,07/13/2020
12980,21608,21,21,9,nmvibdtibvnc,itc,1387.0,20.0,85.0,13.0,1,07/13/2020
12981,21609,23,23,9,nmvibdtibvnc,itc,1154.0,13.0,30.0,218.0,0,07/13/2020
12982,21610,25,25,9,nmvibdtibvnc,itc,2184.0,50.0,55.0,40.0,0,07/13/2020
12983,21611,27,27,9,nmvibdtibvnc,itc,1574.0,24.0,25.0,260.0,0,07/13/2020
12984,21612,29,29,9,nmvibdtibvnc,itc,1491.0,15.0,30.0,10.0,1,07/13/2020
12985,21613,31,31,9,nmvibdtibvnc,itc,1562.0,77.0,80.0,39.0,0,07/13/2020
12986,21614,33,33,9,nmvibdtibvnc,itc,1166.0,50.0,55.0,100.0,0,07/13/2020
12987,21615,35,35,9,nmvibdtibvnc,itc,2253.0,53.0,60.0,22.0,0,07/13/2020
12988,21616,37,37,9,nmvibdtibvnc,itc,1402.0,25.0,35.0,25.0,0,07/13/2020
12989,21617,39,39,9,nmvibdtibvnc,itc,1411.0,32.0,75.0,84.0,0,07/13/2020
12990,21618,41,41,9,nmvibdtibvnc,itc,1759.0,25.0,50.0,10.0,1,07/13/2020
12991,21619,43,43,9,nmvibdtibvnc,itc,1497.0,19.0,50.0,102.0,0,07/13/2020
12992,21620,45,45,9,nmvibdtibvnc,itc,1731.0,58.0,60.0,86.0,0,07/13/2020
12993,21621,47,47,9,nmvibdtibvnc,itc,1594.0,29.0,30.0,86.0,0,07/13/2020
12994,21622,49,49,9,nmvibdtibvnc,itc,1728.0,79.0,85.0,190.0,0,07/13/2020
12995,21623,51,51,9,nmvibdtibvnc,itc,1121.0,79.0,80.0,79.0,0,07/13/2020
12996,21624,53,53,9,nmvibdtibvnc,itc,1372.0,20.0,60.0,8.0,1,07/13/2020
12997,21625,55,55,9,nmvibdtibvnc,itc,1946.0,4.0,25.0,128.0,0,07/13/2020
12998,21626,57,57,9,nmvibdtibvnc,itc,1933.0,20.0,25.0,100.0,0,07/13/2020
12999,24030,5,5,10,nmvibdtibvnc,itc,2053.0,10.0,50.0,16.0,1,07/13/2020
13000,24031,7,7,10,nmvibdtibvnc,itc,2693.0,59.0,60.0,17.0,0,07/13/2020
13001,24032,9,9,10,nmvibdtibvnc,itc,1193.0,5.0,25.0,16.0,1,07/13/2020
13002,24033,11,11,10,nmvibdtibvnc,itc,1121.0,32.0,75.0,84.0,0,07/13/2020
13003,24034,13,13,10,nmvibdtibvnc,itc,1215.0,27.0,30.0,111.0,0,07/13/2020
13004,24035,15,15,10,nmvibdtibvnc,itc,1114.0,20.0,25.0,100.0,0,07/13/2020
13005,24036,17,17,10,nmvibdtibvnc,itc,1472.0,31.0,55.0,129.0,0,07/13/2020
13006,24037,19,19,10,nmvibdtibvnc,itc,1875.0,5.0,55.0,244.0,0,07/13/2020
13007,24038,21,21,10,nmvibdtibvnc,itc,1272.0,24.0,25.0,260.0,0,07/13/2020
13008,24039,23,23,10,nmvibdtibvnc,itc,1556.0,77.0,80.0,39.0,0,07/13/2020
13009,24040,25,25,10,nmvibdtibvnc,itc,1174.0,25.0,35.0,25.0,0,07/13/2020
13010,24041,27,27,10,nmvibdtibvnc,itc,1107.0,59.0,60.0,106.0,0,07/13/2020
13011,24042,29,29,10,nmvibdtibvnc,itc,1865.0,34.0,80.0,33.0,0,07/13/2020
13012,24043,31,31,10,nmvibdtibvnc,itc,1295.0,82.0,85.0,229.0,0,07/13/2020
13013,24044,33,33,10,nmvibdtibvnc,itc,1308.0,78.0,80.0,64.0,0,07/13/2020
13014,24045,35,35,10,nmvibdtibvnc,itc,1330.0,50.0,85.0,7.0,1,07/13/2020
13015,24046,37,37,10,nmvibdtibvnc,itc,1324.0,25.0,75.0,8.0,1,07/13/2020
13016,24047,39,39,10,nmvibdtibvnc,itc,2516.0,23.0,35.0,87.0,1,07/13/2020
13017,24048,41,41,10,nmvibdtibvnc,itc,1429.0,15.0,30.0,10.0,1,07/13/2020
13018,24049,43,43,10,nmvibdtibvnc,itc,1183.0,60.0,75.0,100.0,0,07/13/2020
13019,24050,45,45,10,nmvibdtibvnc,itc,1238.0,50.0,60.0,80.0,0,07/13/2020
13020,24051,47,47,10,nmvibdtibvnc,itc,2166.0,10.0,35.0,61.0,0,07/13/2020
13021,24052,49,49,10,nmvibdtibvnc,itc,1290.0,49.0,50.0,51.0,0,07/13/2020
13022,24053,51,51,10,nmvibdtibvnc,itc,1313.0,29.0,30.0,86.0,0,07/13/2020
13023,24054,53,53,10,nmvibdtibvnc,itc,1127.0,25.0,50.0,10.0,1,07/13/2020
13024,24055,55,55,10,nmvibdtibvnc,itc,1516.0,34.0,85.0,250.0,0,07/13/2020
13025,24056,57,57,10,nmvibdtibvnc,itc,1101.0,25.0,55.0,75.0,0,07/13/2020
13026,26379,8,8,11,nmvibdtibvnc,itc,2303.0,59.0,60.0,17.0,1,07/13/2020
13027,26380,10,10,11,nmvibdtibvnc,itc,1492.0,25.0,35.0,25.0,1,07/13/2020
13028,26381,12,12,11,nmvibdtibvnc,itc,1181.0,60.0,75.0,100.0,0,07/13/2020
13029,26382,14,14,11,nmvibdtibvnc,itc,1395.0,10.0,50.0,16.0,1,07/13/2020
13030,26383,16,16,11,nmvibdtibvnc,itc,1348.0,20.0,80.0,12.0,1,07/13/2020
13031,26384,18,18,11,nmvibdtibvnc,itc,1408.0,78.0,80.0,64.0,0,07/13/2020
13032,26385,20,20,11,nmvibdtibvnc,itc,1361.0,82.0,85.0,229.0,0,07/13/2020
13033,26386,22,22,11,nmvibdtibvnc,itc,1506.0,27.0,30.0,111.0,0,07/13/2020
13034,26387,24,24,11,nmvibdtibvnc,itc,1084.0,25.0,55.0,12.0,1,07/13/2020
13035,26388,26,26,11,nmvibdtibvnc,itc,1002.0,50.0,60.0,80.0,0,07/13/2020
13036,26389,28,28,11,nmvibdtibvnc,itc,1266.0,31.0,55.0,129.0,0,07/13/2020
13037,26390,30,30,11,nmvibdtibvnc,itc,1199.0,40.0,80.0,10.0,1,07/13/2020
13038,26391,32,32,11,nmvibdtibvnc,itc,1222.0,25.0,30.0,80.0,0,07/13/2020
13039,26392,34,34,11,nmvibdtibvnc,itc,1055.0,54.0,55.0,116.0,0,07/13/2020
13040,26393,36,36,11,nmvibdtibvnc,itc,1053.0,13.0,30.0,218.0,0,07/13/2020
13041,26394,38,38,11,nmvibdtibvnc,itc,1348.0,10.0,35.0,10.0,1,07/13/2020
13042,26395,40,40,11,nmvibdtibvnc,itc,1340.0,34.0,85.0,250.0,0,07/13/2020
13043,26396,42,42,11,nmvibdtibvnc,itc,1210.0,10.0,25.0,15.0,1,07/13/2020
13044,26397,44,44,11,nmvibdtibvnc,itc,1016.0,4.0,25.0,128.0,0,07/13/2020
13045,26398,46,46,11,nmvibdtibvnc,itc,1819.0,49.0,50.0,51.0,0,07/13/2020
13046,26399,48,48,11,nmvibdtibvnc,itc,1427.0,10.0,60.0,122.0,0,07/13/2020
13047,26400,50,50,11,nmvibdtibvnc,itc,1647.0,19.0,50.0,102.0,0,07/13/2020
13048,26401,52,52,11,nmvibdtibvnc,itc,1548.0,32.0,75.0,84.0,0,07/13/2020
13049,26402,54,54,11,nmvibdtibvnc,itc,1479.0,79.0,85.0,76.0,0,07/13/2020
13050,26403,56,56,11,nmvibdtibvnc,itc,1630.0,12.0,75.0,128.0,0,07/13/2020
13051,26404,58,58,11,nmvibdtibvnc,itc,1608.0,34.0,35.0,183.0,0,07/13/2020
13052,26405,60,60,11,nmvibdtibvnc,itc,1702.0,24.0,25.0,104.0,0,07/13/2020
13053,28674,5,5,12,nmvibdtibvnc,itc,4019.0,25.0,30.0,80.0,0,07/13/2020
13054,28675,7,7,12,nmvibdtibvnc,itc,1909.0,49.0,50.0,51.0,0,07/13/2020
13055,28676,9,9,12,nmvibdtibvnc,itc,2452.0,25.0,75.0,8.0,1,07/13/2020
13056,28677,11,11,12,nmvibdtibvnc,itc,2209.0,78.0,80.0,64.0,0,07/13/2020
13057,28678,13,13,12,nmvibdtibvnc,itc,1783.0,25.0,50.0,10.0,1,07/13/2020
13058,28679,15,15,12,nmvibdtibvnc,itc,1286.0,5.0,25.0,16.0,1,07/13/2020
13059,28680,17,17,12,nmvibdtibvnc,itc,1367.0,14.0,35.0,15.0,1,07/13/2020
13060,28681,19,19,12,nmvibdtibvnc,itc,1137.0,23.0,25.0,87.0,0,07/13/2020
13061,28682,21,21,12,nmvibdtibvnc,itc,1333.0,5.0,55.0,244.0,0,07/13/2020
13062,28683,23,23,12,nmvibdtibvnc,itc,1753.0,80.0,85.0,25.0,0,07/13/2020
13063,28684,25,25,12,nmvibdtibvnc,itc,1536.0,54.0,55.0,116.0,0,07/13/2020
13064,28685,27,27,12,nmvibdtibvnc,itc,1246.0,25.0,55.0,75.0,0,07/13/2020
13065,28686,29,29,12,nmvibdtibvnc,itc,1161.0,25.0,35.0,25.0,0,07/13/2020
13066,28687,31,31,12,nmvibdtibvnc,itc,1709.0,29.0,30.0,86.0,0,07/13/2020
13067,28688,33,33,12,nmvibdtibvnc,itc,1325.0,4.0,25.0,128.0,0,07/13/2020
13068,28689,35,35,12,nmvibdtibvnc,itc,1092.0,30.0,75.0,15.0,1,07/13/2020
13069,28690,37,37,12,nmvibdtibvnc,itc,1666.0,12.0,75.0,128.0,0,07/13/2020
13070,28691,39,39,12,nmvibdtibvnc,itc,1155.0,46.0,85.0,53.0,0,07/13/2020
13071,28692,41,41,12,nmvibdtibvnc,itc,1127.0,50.0,80.0,100.0,0,07/13/2020
13072,28693,43,43,12,nmvibdtibvnc,itc,1213.0,13.0,30.0,218.0,0,07/13/2020
13073,28694,45,45,12,nmvibdtibvnc,itc,1333.0,20.0,60.0,8.0,1,07/13/2020
13074,28695,47,47,12,nmvibdtibvnc,itc,1250.0,77.0,80.0,39.0,0,07/13/2020
13075,28696,49,49,12,nmvibdtibvnc,itc,1323.0,53.0,60.0,22.0,0,07/13/2020
13076,28697,51,51,12,nmvibdtibvnc,itc,1179.0,34.0,35.0,183.0,0,07/13/2020
13077,28698,53,53,12,nmvibdtibvnc,itc,1240.0,59.0,60.0,17.0,1,07/13/2020
13078,28699,55,55,12,nmvibdtibvnc,itc,1670.0,40.0,50.0,100.0,0,07/13/2020
13079,28700,57,57,12,nmvibdtibvnc,itc,1131.0,82.0,85.0,229.0,0,07/13/2020
13080,1324,7,7,1,nmzjgntkjugi,itc,5423.0,20.0,85.0,13.0,1,07/13/2020
13081,1325,9,9,1,nmzjgntkjugi,itc,2783.0,20.0,60.0,8.0,1,07/13/2020
13082,1326,11,11,1,nmzjgntkjugi,itc,4335.0,25.0,50.0,10.0,1,07/13/2020
13083,1327,13,13,1,nmzjgntkjugi,itc,3512.0,10.0,35.0,61.0,1,07/13/2020
13084,1328,15,15,1,nmzjgntkjugi,itc,8940.0,72.0,75.0,104.0,0,07/13/2020
13085,1329,17,17,1,nmzjgntkjugi,itc,5698.0,28.0,35.0,100.0,1,07/13/2020
13086,1330,19,19,1,nmzjgntkjugi,itc,3331.0,5.0,25.0,16.0,1,07/13/2020
13087,1331,21,21,1,nmzjgntkjugi,itc,3556.0,11.0,30.0,108.0,1,07/13/2020
13088,1332,23,23,1,nmzjgntkjugi,itc,5428.0,59.0,60.0,17.0,0,07/13/2020
13089,1333,25,25,1,nmzjgntkjugi,itc,2604.0,46.0,85.0,53.0,1,07/13/2020
13090,1334,27,27,1,nmzjgntkjugi,itc,6976.0,52.0,55.0,144.0,1,07/13/2020
13091,1335,29,29,1,nmzjgntkjugi,itc,2695.0,8.0,50.0,128.0,1,07/13/2020
13092,1336,31,31,1,nmzjgntkjugi,itc,3010.0,34.0,35.0,183.0,0,07/13/2020
13093,1337,33,33,1,nmzjgntkjugi,itc,1781.0,80.0,85.0,25.0,1,07/13/2020
13094,1338,35,35,1,nmzjgntkjugi,itc,1645.0,40.0,80.0,10.0,1,07/13/2020
13095,1339,37,37,1,nmzjgntkjugi,itc,2923.0,31.0,55.0,129.0,1,07/13/2020
13096,1340,39,39,1,nmzjgntkjugi,itc,2281.0,23.0,25.0,87.0,1,07/13/2020
13097,1341,41,41,1,nmzjgntkjugi,itc,1736.0,10.0,25.0,15.0,1,07/13/2020
13098,1342,43,43,1,nmzjgntkjugi,itc,2329.0,50.0,80.0,100.0,1,07/13/2020
13099,1343,45,45,1,nmzjgntkjugi,itc,4382.0,29.0,30.0,86.0,0,07/13/2020
13100,1344,47,47,1,nmzjgntkjugi,itc,6795.0,73.0,75.0,171.0,0,07/13/2020
13101,1345,49,49,1,nmzjgntkjugi,itc,1950.0,13.0,30.0,218.0,1,07/13/2020
13102,1346,51,51,1,nmzjgntkjugi,itc,5385.0,49.0,50.0,127.0,0,07/13/2020
13103,1347,53,53,1,nmzjgntkjugi,itc,4185.0,12.0,75.0,128.0,1,07/13/2020
13104,1348,55,55,1,nmzjgntkjugi,itc,1506.0,20.0,60.0,125.0,1,07/13/2020
13105,1349,57,57,1,nmzjgntkjugi,itc,2009.0,77.0,80.0,39.0,1,07/13/2020
13106,4078,7,7,2,nmzjgntkjugi,itc,3512.0,50.0,55.0,40.0,1,07/13/2020
13107,4079,9,9,2,nmzjgntkjugi,itc,3515.0,29.0,30.0,86.0,0,07/13/2020
13108,4080,11,11,2,nmzjgntkjugi,itc,2379.0,24.0,25.0,260.0,0,07/13/2020
13109,4081,13,13,2,nmzjgntkjugi,itc,2006.0,25.0,50.0,10.0,1,07/13/2020
13110,4082,15,15,2,nmzjgntkjugi,itc,1463.0,50.0,85.0,7.0,1,07/13/2020
13111,4083,17,17,2,nmzjgntkjugi,itc,2060.0,25.0,35.0,25.0,1,07/13/2020
