,Unnamed: 0,Unnamed: 0.1,trial_index,weekId,subjectId,expId,rt,small_amount,large_amount,later_delay,choice,date
7712,733,13,13,1,jliwrffkulzt,itc,1563.0,12.0,75.0,128.0,1,07/13/2020
7713,734,15,15,1,jliwrffkulzt,itc,1558.0,79.0,85.0,190.0,1,07/13/2020
7714,735,17,17,1,jliwrffkulzt,itc,1256.0,30.0,75.0,15.0,1,07/13/2020
7715,736,19,19,1,jliwrffkulzt,itc,1465.0,29.0,30.0,86.0,0,07/13/2020
7716,737,21,21,1,jliwrffkulzt,itc,1630.0,79.0,85.0,76.0,0,07/13/2020
7717,738,23,23,1,jliwrffkulzt,itc,1585.0,60.0,75.0,100.0,0,07/13/2020
7718,739,25,25,1,jliwrffkulzt,itc,1748.0,23.0,35.0,87.0,0,07/13/2020
7719,740,27,27,1,jliwrffkulzt,itc,1345.0,10.0,30.0,8.0,1,07/13/2020
7720,741,29,29,1,jliwrffkulzt,itc,1830.0,79.0,80.0,79.0,1,07/13/2020
7721,742,31,31,1,jliwrffkulzt,itc,2814.0,25.0,55.0,75.0,1,07/13/2020
7722,743,33,33,1,jliwrffkulzt,itc,1706.0,33.0,80.0,89.0,1,07/13/2020
7723,744,35,35,1,jliwrffkulzt,itc,1925.0,25.0,35.0,25.0,0,07/13/2020
7724,745,37,37,1,jliwrffkulzt,itc,1804.0,25.0,30.0,80.0,0,07/13/2020
7725,746,39,39,1,jliwrffkulzt,itc,2662.0,31.0,35.0,129.0,0,07/13/2020
7726,747,41,41,1,jliwrffkulzt,itc,1945.0,49.0,50.0,51.0,0,07/13/2020
7727,748,43,43,1,jliwrffkulzt,itc,1623.0,20.0,55.0,7.0,1,07/13/2020
7728,749,45,45,1,jliwrffkulzt,itc,1280.0,50.0,80.0,100.0,1,07/13/2020
7729,750,47,47,1,jliwrffkulzt,itc,1878.0,53.0,60.0,22.0,0,07/13/2020
7730,751,49,49,1,jliwrffkulzt,itc,1174.0,20.0,85.0,13.0,1,07/13/2020
7731,752,51,51,1,jliwrffkulzt,itc,2096.0,4.0,25.0,128.0,1,07/13/2020
7732,753,53,53,1,jliwrffkulzt,itc,1671.0,24.0,25.0,260.0,0,07/13/2020
7733,754,55,55,1,jliwrffkulzt,itc,1479.0,25.0,50.0,10.0,1,07/13/2020
7734,755,57,57,1,jliwrffkulzt,itc,1999.0,54.0,55.0,116.0,0,07/13/2020
7735,3537,5,5,2,jliwrffkulzt,itc,3070.0,33.0,80.0,89.0,1,07/13/2020
7736,3538,7,7,2,jliwrffkulzt,itc,1710.0,43.0,75.0,124.0,1,07/13/2020
7737,3539,9,9,2,jliwrffkulzt,itc,1935.0,25.0,75.0,8.0,1,07/13/2020
7738,3540,11,11,2,jliwrffkulzt,itc,2840.0,39.0,50.0,47.0,0,07/13/2020
7739,3541,13,13,2,jliwrffkulzt,itc,1975.0,79.0,85.0,76.0,0,07/13/2020
7740,3542,15,15,2,jliwrffkulzt,itc,2528.0,25.0,50.0,10.0,1,07/13/2020
7741,3543,17,17,2,jliwrffkulzt,itc,3056.0,29.0,30.0,86.0,0,07/13/2020
7742,3544,19,19,2,jliwrffkulzt,itc,1359.0,5.0,55.0,244.0,1,07/13/2020
7743,3545,21,21,2,jliwrffkulzt,itc,2816.0,58.0,60.0,86.0,0,07/13/2020
7744,3546,23,23,2,jliwrffkulzt,itc,2560.0,20.0,55.0,7.0,1,07/13/2020
7745,3547,25,25,2,jliwrffkulzt,itc,1846.0,34.0,80.0,33.0,1,07/13/2020
7746,3548,27,27,2,jliwrffkulzt,itc,1951.0,46.0,50.0,87.0,0,07/13/2020
7747,3549,29,29,2,jliwrffkulzt,itc,1710.0,27.0,30.0,111.0,0,07/13/2020
7748,3550,31,31,2,jliwrffkulzt,itc,2481.0,6.0,25.0,198.0,1,07/13/2020
7749,3551,33,33,2,jliwrffkulzt,itc,1734.0,40.0,80.0,10.0,1,07/13/2020
7750,3552,35,35,2,jliwrffkulzt,itc,3087.0,50.0,60.0,80.0,0,07/13/2020
7751,3553,37,37,2,jliwrffkulzt,itc,2711.0,24.0,25.0,260.0,0,07/13/2020
7752,3554,39,39,2,jliwrffkulzt,itc,2088.0,23.0,35.0,87.0,0,07/13/2020
7753,3555,41,41,2,jliwrffkulzt,itc,1655.0,5.0,25.0,16.0,1,07/13/2020
7754,3556,43,43,2,jliwrffkulzt,itc,2662.0,80.0,85.0,25.0,0,07/13/2020
7755,3557,45,45,2,jliwrffkulzt,itc,2007.0,54.0,55.0,116.0,0,07/13/2020
7756,3558,47,47,2,jliwrffkulzt,itc,2048.0,72.0,75.0,104.0,0,07/13/2020
7757,3559,49,49,2,jliwrffkulzt,itc,2533.0,15.0,30.0,10.0,1,07/13/2020
7758,3560,51,51,2,jliwrffkulzt,itc,2712.0,10.0,35.0,61.0,1,07/13/2020
7759,3561,53,53,2,jliwrffkulzt,itc,1719.0,82.0,85.0,229.0,0,07/13/2020
7760,3562,55,55,2,jliwrffkulzt,itc,2401.0,28.0,35.0,100.0,0,07/13/2020
7761,3563,57,57,2,jliwrffkulzt,itc,2423.0,20.0,60.0,125.0,1,07/13/2020
7762,6264,5,5,3,jliwrffkulzt,itc,3900.0,5.0,25.0,16.0,1,07/13/2020
7763,6265,7,7,3,jliwrffkulzt,itc,2975.0,49.0,50.0,51.0,0,07/13/2020
7764,6266,9,9,3,jliwrffkulzt,itc,3784.0,39.0,50.0,47.0,1,07/13/2020
7765,6267,11,11,3,jliwrffkulzt,itc,3075.0,40.0,50.0,100.0,1,07/13/2020
7766,6268,13,13,3,jliwrffkulzt,itc,1767.0,30.0,75.0,15.0,1,07/13/2020
7767,6269,15,15,3,jliwrffkulzt,itc,1464.0,5.0,30.0,122.0,1,07/13/2020
7768,6270,17,17,3,jliwrffkulzt,itc,1599.0,34.0,85.0,250.0,1,07/13/2020
7769,6271,19,19,3,jliwrffkulzt,itc,1511.0,30.0,60.0,10.0,1,07/13/2020
7770,6272,21,21,3,jliwrffkulzt,itc,1490.0,72.0,75.0,104.0,0,07/13/2020
7771,6273,23,23,3,jliwrffkulzt,itc,1410.0,20.0,60.0,8.0,1,07/13/2020
7772,6274,25,25,3,jliwrffkulzt,itc,2170.0,50.0,55.0,100.0,0,07/13/2020
7773,6275,27,27,3,jliwrffkulzt,itc,3968.0,14.0,25.0,131.0,1,07/13/2020
7774,6276,29,29,3,jliwrffkulzt,itc,1438.0,10.0,60.0,122.0,1,07/13/2020
7775,6277,31,31,3,jliwrffkulzt,itc,2694.0,25.0,35.0,25.0,1,07/13/2020
7776,6278,33,33,3,jliwrffkulzt,itc,1112.0,33.0,80.0,89.0,1,07/13/2020
7777,6279,35,35,3,jliwrffkulzt,itc,2098.0,54.0,55.0,116.0,0,07/13/2020
7778,6280,37,37,3,jliwrffkulzt,itc,1416.0,20.0,85.0,13.0,1,07/13/2020
7779,6281,39,39,3,jliwrffkulzt,itc,1168.0,34.0,80.0,33.0,1,07/13/2020
7780,6282,41,41,3,jliwrffkulzt,itc,2064.0,25.0,55.0,75.0,1,07/13/2020
7781,6283,43,43,3,jliwrffkulzt,itc,2421.0,25.0,30.0,80.0,0,07/13/2020
7782,6284,45,45,3,jliwrffkulzt,itc,2376.0,69.0,75.0,87.0,0,07/13/2020
7783,6285,47,47,3,jliwrffkulzt,itc,1654.0,80.0,85.0,25.0,0,07/13/2020
7784,6286,49,49,3,jliwrffkulzt,itc,1887.0,23.0,25.0,87.0,0,07/13/2020
7785,6287,51,51,3,jliwrffkulzt,itc,1680.0,79.0,80.0,79.0,0,07/13/2020
7786,6288,53,53,3,jliwrffkulzt,itc,1576.0,14.0,35.0,15.0,1,07/13/2020
7787,6289,55,55,3,jliwrffkulzt,itc,1318.0,34.0,35.0,183.0,0,07/13/2020
7788,6290,57,57,3,jliwrffkulzt,itc,2334.0,29.0,30.0,86.0,0,07/13/2020
7789,8856,5,5,4,jliwrffkulzt,itc,3372.0,52.0,55.0,144.0,0,07/13/2020
7790,8857,7,7,4,jliwrffkulzt,itc,1957.0,20.0,60.0,125.0,1,07/13/2020
7791,8858,9,9,4,jliwrffkulzt,itc,1944.0,10.0,35.0,61.0,1,07/13/2020
7792,8859,11,11,4,jliwrffkulzt,itc,1567.0,28.0,35.0,100.0,0,07/13/2020
7793,8860,13,13,4,jliwrffkulzt,itc,1508.0,30.0,60.0,10.0,1,07/13/2020
7794,8861,15,15,4,jliwrffkulzt,itc,1702.0,80.0,85.0,25.0,0,07/13/2020
7795,8862,17,17,4,jliwrffkulzt,itc,1263.0,29.0,30.0,86.0,0,07/13/2020
7796,8863,19,19,4,jliwrffkulzt,itc,1231.0,10.0,25.0,15.0,1,07/13/2020
7797,8864,21,21,4,jliwrffkulzt,itc,1512.0,13.0,30.0,218.0,0,07/13/2020
7798,8865,23,23,4,jliwrffkulzt,itc,3304.0,79.0,85.0,76.0,0,07/13/2020
7799,8866,25,25,4,jliwrffkulzt,itc,8367.0,78.0,80.0,64.0,0,07/13/2020
7800,8867,27,27,4,jliwrffkulzt,itc,2173.0,59.0,60.0,17.0,0,07/13/2020
7801,8868,29,29,4,jliwrffkulzt,itc,1582.0,34.0,80.0,33.0,1,07/13/2020
7802,8869,31,31,4,jliwrffkulzt,itc,2913.0,5.0,55.0,244.0,0,07/13/2020
7803,8870,33,33,4,jliwrffkulzt,itc,1621.0,50.0,85.0,7.0,1,07/13/2020
7804,8871,35,35,4,jliwrffkulzt,itc,1376.0,5.0,25.0,16.0,1,07/13/2020
7805,8872,37,37,4,jliwrffkulzt,itc,2093.0,73.0,75.0,171.0,0,07/13/2020
7806,8873,39,39,4,jliwrffkulzt,itc,1409.0,32.0,75.0,84.0,1,07/13/2020
7807,8874,41,41,4,jliwrffkulzt,itc,2469.0,43.0,75.0,124.0,0,07/13/2020
7808,8875,43,43,4,jliwrffkulzt,itc,1568.0,40.0,50.0,100.0,0,07/13/2020
7809,8876,45,45,4,jliwrffkulzt,itc,1455.0,49.0,50.0,127.0,0,07/13/2020
7810,8877,47,47,4,jliwrffkulzt,itc,1408.0,24.0,25.0,260.0,0,07/13/2020
7811,8878,49,49,4,jliwrffkulzt,itc,1165.0,20.0,55.0,7.0,1,07/13/2020
7812,8879,51,51,4,jliwrffkulzt,itc,2793.0,39.0,50.0,47.0,0,07/13/2020
7813,8880,53,53,4,jliwrffkulzt,itc,2552.0,25.0,35.0,25.0,1,07/13/2020
7814,8881,55,55,4,jliwrffkulzt,itc,1318.0,20.0,80.0,12.0,1,07/13/2020
7815,8882,57,57,4,jliwrffkulzt,itc,1871.0,27.0,30.0,111.0,0,07/13/2020
7816,11421,5,5,5,jliwrffkulzt,itc,7963.0,34.0,80.0,33.0,1,07/13/2020
7817,11422,7,7,5,jliwrffkulzt,itc,2124.0,11.0,30.0,108.0,1,07/13/2020
7818,11423,9,9,5,jliwrffkulzt,itc,1929.0,33.0,80.0,89.0,1,07/13/2020
7819,11424,11,11,5,jliwrffkulzt,itc,2951.0,49.0,50.0,127.0,0,07/13/2020
7820,11425,13,13,5,jliwrffkulzt,itc,2985.0,10.0,35.0,61.0,1,07/13/2020
7821,11426,15,15,5,jliwrffkulzt,itc,1598.0,24.0,25.0,260.0,0,07/13/2020
7822,11427,17,17,5,jliwrffkulzt,itc,1808.0,72.0,75.0,104.0,0,07/13/2020
7823,11428,19,19,5,jliwrffkulzt,itc,2167.0,50.0,60.0,80.0,0,07/13/2020
7824,11429,21,21,5,jliwrffkulzt,itc,2528.0,39.0,50.0,47.0,0,07/13/2020
7825,11430,23,23,5,jliwrffkulzt,itc,1445.0,50.0,55.0,100.0,0,07/13/2020
7826,11431,25,25,5,jliwrffkulzt,itc,1726.0,25.0,55.0,12.0,1,07/13/2020
7827,11432,27,27,5,jliwrffkulzt,itc,2087.0,43.0,75.0,124.0,1,07/13/2020
7828,11433,29,29,5,jliwrffkulzt,itc,3323.0,5.0,55.0,244.0,1,07/13/2020
7829,11434,31,31,5,jliwrffkulzt,itc,1606.0,20.0,60.0,8.0,1,07/13/2020
7830,11435,33,33,5,jliwrffkulzt,itc,3207.0,10.0,35.0,10.0,1,07/13/2020
7831,11436,35,35,5,jliwrffkulzt,itc,1542.0,20.0,60.0,125.0,1,07/13/2020
7832,11437,37,37,5,jliwrffkulzt,itc,2801.0,49.0,50.0,51.0,0,07/13/2020
7833,11438,39,39,5,jliwrffkulzt,itc,3566.0,80.0,85.0,25.0,0,07/13/2020
7834,11439,41,41,5,jliwrffkulzt,itc,2719.0,20.0,80.0,12.0,1,07/13/2020
7835,11440,43,43,5,jliwrffkulzt,itc,1968.0,27.0,30.0,111.0,0,07/13/2020
7836,11441,45,45,5,jliwrffkulzt,itc,1497.0,30.0,75.0,15.0,1,07/13/2020
7837,11442,47,47,5,jliwrffkulzt,itc,1845.0,82.0,85.0,229.0,0,07/13/2020
7838,11443,49,49,5,jliwrffkulzt,itc,1967.0,32.0,35.0,234.0,0,07/13/2020
7839,11444,51,51,5,jliwrffkulzt,itc,1687.0,79.0,85.0,76.0,0,07/13/2020
7840,11445,53,53,5,jliwrffkulzt,itc,1488.0,25.0,30.0,80.0,0,07/13/2020
7841,11446,55,55,5,jliwrffkulzt,itc,1874.0,10.0,25.0,15.0,1,07/13/2020
7842,11447,57,57,5,jliwrffkulzt,itc,2557.0,14.0,25.0,131.0,0,07/13/2020
7843,13959,8,8,6,jliwrffkulzt,itc,4086.0,10.0,25.0,15.0,1,07/13/2020
7844,13960,10,10,6,jliwrffkulzt,itc,2382.0,50.0,85.0,7.0,1,07/13/2020
7845,13961,12,12,6,jliwrffkulzt,itc,1856.0,29.0,30.0,86.0,0,07/13/2020
7846,13962,14,14,6,jliwrffkulzt,itc,1960.0,49.0,50.0,51.0,0,07/13/2020
7847,13963,16,16,6,jliwrffkulzt,itc,1914.0,64.0,80.0,100.0,1,07/13/2020
7848,13964,18,18,6,jliwrffkulzt,itc,2846.0,46.0,85.0,53.0,1,07/13/2020
7849,13965,20,20,6,jliwrffkulzt,itc,1343.0,25.0,75.0,8.0,1,07/13/2020
7850,13966,22,22,6,jliwrffkulzt,itc,2007.0,31.0,35.0,129.0,0,07/13/2020
7851,13967,24,24,6,jliwrffkulzt,itc,2307.0,13.0,30.0,218.0,0,07/13/2020
7852,13968,26,26,6,jliwrffkulzt,itc,2756.0,5.0,55.0,244.0,1,07/13/2020
7853,13969,28,28,6,jliwrffkulzt,itc,1560.0,72.0,75.0,104.0,0,07/13/2020
7854,13970,30,30,6,jliwrffkulzt,itc,1342.0,79.0,80.0,79.0,0,07/13/2020
7855,13971,32,32,6,jliwrffkulzt,itc,1614.0,25.0,50.0,10.0,1,07/13/2020
7856,13972,34,34,6,jliwrffkulzt,itc,2281.0,69.0,75.0,87.0,0,07/13/2020
7857,13973,36,36,6,jliwrffkulzt,itc,1398.0,20.0,60.0,125.0,1,07/13/2020
7858,13974,38,38,6,jliwrffkulzt,itc,1597.0,20.0,55.0,7.0,1,07/13/2020
7859,13975,40,40,6,jliwrffkulzt,itc,1775.0,53.0,60.0,22.0,0,07/13/2020
7860,13976,42,42,6,jliwrffkulzt,itc,2254.0,25.0,30.0,80.0,0,07/13/2020
7861,13977,44,44,6,jliwrffkulzt,itc,1617.0,34.0,85.0,250.0,0,07/13/2020
7862,13978,46,46,6,jliwrffkulzt,itc,1934.0,34.0,80.0,33.0,1,07/13/2020
7863,13979,48,48,6,jliwrffkulzt,itc,2607.0,46.0,50.0,87.0,0,07/13/2020
7864,13980,50,50,6,jliwrffkulzt,itc,1408.0,6.0,25.0,198.0,0,07/13/2020
7865,13981,52,52,6,jliwrffkulzt,itc,1519.0,54.0,55.0,116.0,0,07/13/2020
7866,13982,54,54,6,jliwrffkulzt,itc,1800.0,10.0,35.0,10.0,1,07/13/2020
7867,13983,56,56,6,jliwrffkulzt,itc,1383.0,10.0,35.0,61.0,0,07/13/2020
7868,13984,58,58,6,jliwrffkulzt,itc,1319.0,24.0,25.0,260.0,0,07/13/2020
7869,13985,60,60,6,jliwrffkulzt,itc,1519.0,50.0,60.0,80.0,1,07/13/2020
7870,16281,5,5,7,jliwrffkulzt,itc,4232.0,27.0,30.0,111.0,0,07/13/2020
7871,16282,7,7,7,jliwrffkulzt,itc,2407.0,20.0,85.0,13.0,1,07/13/2020
7872,16283,9,9,7,jliwrffkulzt,itc,2016.0,25.0,50.0,10.0,1,07/13/2020
7873,16284,11,11,7,jliwrffkulzt,itc,2002.0,73.0,75.0,171.0,0,07/13/2020
7874,16285,13,13,7,jliwrffkulzt,itc,2313.0,60.0,75.0,100.0,0,07/13/2020
7875,16286,15,15,7,jliwrffkulzt,itc,2910.0,31.0,55.0,129.0,1,07/13/2020
7876,16287,17,17,7,jliwrffkulzt,itc,1239.0,72.0,75.0,104.0,0,07/13/2020
7877,16288,19,19,7,jliwrffkulzt,itc,2158.0,33.0,80.0,89.0,1,07/13/2020
7878,16289,21,21,7,jliwrffkulzt,itc,1528.0,20.0,55.0,7.0,1,07/13/2020
7879,16290,23,23,7,jliwrffkulzt,itc,3280.0,50.0,60.0,80.0,0,07/13/2020
7880,16291,25,25,7,jliwrffkulzt,itc,2157.0,59.0,60.0,106.0,0,07/13/2020
7881,16292,27,27,7,jliwrffkulzt,itc,3695.0,13.0,30.0,218.0,0,07/13/2020
7882,16293,29,29,7,jliwrffkulzt,itc,2159.0,79.0,85.0,76.0,0,07/13/2020
7883,16294,31,31,7,jliwrffkulzt,itc,5007.0,50.0,80.0,100.0,0,07/13/2020
7884,16295,33,33,7,jliwrffkulzt,itc,3045.0,19.0,50.0,102.0,1,07/13/2020
7885,16296,35,35,7,jliwrffkulzt,itc,2086.0,40.0,80.0,10.0,1,07/13/2020
7886,16297,37,37,7,jliwrffkulzt,itc,4906.0,20.0,25.0,100.0,0,07/13/2020
7887,16298,39,39,7,jliwrffkulzt,itc,2117.0,46.0,50.0,87.0,0,07/13/2020
7888,16299,41,41,7,jliwrffkulzt,itc,6167.0,10.0,35.0,10.0,0,07/13/2020
7889,16300,43,43,7,jliwrffkulzt,itc,3644.0,14.0,35.0,15.0,1,07/13/2020
7890,16301,45,45,7,jliwrffkulzt,itc,2126.0,29.0,30.0,215.0,0,07/13/2020
7891,16302,47,47,7,jliwrffkulzt,itc,3512.0,10.0,35.0,61.0,1,07/13/2020
7892,16303,49,49,7,jliwrffkulzt,itc,1598.0,54.0,85.0,14.0,1,07/13/2020
7893,16304,51,51,7,jliwrffkulzt,itc,1904.0,52.0,55.0,144.0,0,07/13/2020
7894,16305,53,53,7,jliwrffkulzt,itc,2020.0,24.0,25.0,104.0,0,07/13/2020
7895,16306,55,55,7,jliwrffkulzt,itc,2472.0,6.0,25.0,198.0,1,07/13/2020
7896,16307,57,57,7,jliwrffkulzt,itc,2198.0,10.0,60.0,122.0,1,07/13/2020
7897,18711,5,5,8,jliwrffkulzt,itc,4004.0,77.0,80.0,39.0,0,07/13/2020
7898,18712,7,7,8,jliwrffkulzt,itc,1985.0,53.0,60.0,22.0,0,07/13/2020
7899,18713,9,9,8,jliwrffkulzt,itc,2495.0,20.0,60.0,125.0,1,07/13/2020
7900,18714,11,11,8,jliwrffkulzt,itc,2428.0,23.0,35.0,87.0,0,07/13/2020
7901,18715,13,13,8,jliwrffkulzt,itc,2260.0,34.0,80.0,33.0,1,07/13/2020
7902,18716,15,15,8,jliwrffkulzt,itc,1912.0,50.0,55.0,40.0,0,07/13/2020
7903,18717,17,17,8,jliwrffkulzt,itc,1615.0,24.0,25.0,260.0,0,07/13/2020
7904,18718,19,19,8,jliwrffkulzt,itc,1232.0,6.0,25.0,198.0,1,07/13/2020
7905,18719,21,21,8,jliwrffkulzt,itc,1398.0,30.0,60.0,10.0,1,07/13/2020
7906,18720,23,23,8,jliwrffkulzt,itc,1150.0,25.0,75.0,8.0,1,07/13/2020
7907,18721,25,25,8,jliwrffkulzt,itc,1632.0,80.0,85.0,25.0,0,07/13/2020
7908,18722,27,27,8,jliwrffkulzt,itc,2578.0,49.0,50.0,127.0,0,07/13/2020
7909,18723,29,29,8,jliwrffkulzt,itc,2213.0,10.0,50.0,16.0,1,07/13/2020
7910,18724,31,31,8,jliwrffkulzt,itc,2182.0,27.0,30.0,111.0,0,07/13/2020
7911,18725,33,33,8,jliwrffkulzt,itc,1407.0,5.0,25.0,16.0,1,07/13/2020
7912,18726,35,35,8,jliwrffkulzt,itc,1504.0,50.0,85.0,7.0,1,07/13/2020
7913,18727,37,37,8,jliwrffkulzt,itc,2544.0,46.0,50.0,87.0,0,07/13/2020
7914,18728,39,39,8,jliwrffkulzt,itc,2049.0,73.0,75.0,171.0,0,07/13/2020
7915,18729,41,41,8,jliwrffkulzt,itc,2319.0,5.0,55.0,244.0,1,07/13/2020
7916,18730,43,43,8,jliwrffkulzt,itc,1791.0,52.0,55.0,144.0,0,07/13/2020
7917,18731,45,45,8,jliwrffkulzt,itc,2649.0,5.0,30.0,122.0,1,07/13/2020
7918,18732,47,47,8,jliwrffkulzt,itc,1552.0,46.0,85.0,53.0,1,07/13/2020
7919,18733,49,49,8,jliwrffkulzt,itc,1695.0,78.0,80.0,64.0,0,07/13/2020
7920,18734,51,51,8,jliwrffkulzt,itc,2031.0,29.0,30.0,86.0,0,07/13/2020
7921,18735,53,53,8,jliwrffkulzt,itc,2457.0,28.0,35.0,100.0,0,07/13/2020
7922,18736,55,55,8,jliwrffkulzt,itc,1729.0,43.0,75.0,124.0,1,07/13/2020
7923,18737,57,57,8,jliwrffkulzt,itc,2086.0,14.0,35.0,15.0,1,07/13/2020
7924,21141,5,5,9,jliwrffkulzt,itc,4018.0,32.0,75.0,84.0,1,07/13/2020
7925,21142,7,7,9,jliwrffkulzt,itc,2102.0,39.0,50.0,47.0,1,07/13/2020
7926,21143,9,9,9,jliwrffkulzt,itc,1952.0,11.0,30.0,108.0,1,07/13/2020
7927,21144,11,11,9,jliwrffkulzt,itc,1973.0,25.0,50.0,10.0,1,07/13/2020
7928,21145,13,13,9,jliwrffkulzt,itc,1838.0,50.0,55.0,100.0,0,07/13/2020
7929,21146,15,15,9,jliwrffkulzt,itc,2050.0,52.0,55.0,144.0,0,07/13/2020
7930,21147,17,17,9,jliwrffkulzt,itc,2152.0,31.0,35.0,129.0,0,07/13/2020
7931,21148,19,19,9,jliwrffkulzt,itc,2072.0,73.0,75.0,171.0,0,07/13/2020
7932,21149,21,21,9,jliwrffkulzt,itc,1623.0,20.0,80.0,12.0,1,07/13/2020
7933,21150,23,23,9,jliwrffkulzt,itc,1207.0,5.0,55.0,244.0,1,07/13/2020
7934,21151,25,25,9,jliwrffkulzt,itc,2080.0,14.0,25.0,131.0,1,07/13/2020
7935,21152,27,27,9,jliwrffkulzt,itc,3325.0,79.0,85.0,76.0,0,07/13/2020
7936,21153,29,29,9,jliwrffkulzt,itc,1854.0,24.0,25.0,104.0,0,07/13/2020
7937,21154,31,31,9,jliwrffkulzt,itc,2143.0,50.0,60.0,80.0,0,07/13/2020
7938,21155,33,33,9,jliwrffkulzt,itc,3232.0,49.0,50.0,127.0,0,07/13/2020
7939,21156,35,35,9,jliwrffkulzt,itc,1417.0,20.0,60.0,125.0,1,07/13/2020
7940,21157,37,37,9,jliwrffkulzt,itc,1583.0,50.0,85.0,7.0,1,07/13/2020
7941,21158,39,39,9,jliwrffkulzt,itc,2215.0,20.0,60.0,8.0,1,07/13/2020
7942,21159,41,41,9,jliwrffkulzt,itc,1742.0,78.0,80.0,64.0,0,07/13/2020
7943,21160,43,43,9,jliwrffkulzt,itc,2070.0,34.0,80.0,33.0,1,07/13/2020
7944,21161,45,45,9,jliwrffkulzt,itc,1968.0,10.0,35.0,61.0,1,07/13/2020
7945,21162,47,47,9,jliwrffkulzt,itc,2103.0,43.0,75.0,124.0,1,07/13/2020
7946,21163,49,49,9,jliwrffkulzt,itc,1469.0,24.0,25.0,260.0,0,07/13/2020
7947,21164,51,51,9,jliwrffkulzt,itc,3695.0,25.0,30.0,80.0,0,07/13/2020
7948,21165,53,53,9,jliwrffkulzt,itc,1504.0,15.0,30.0,10.0,1,07/13/2020
7949,21166,55,55,9,jliwrffkulzt,itc,2199.0,80.0,85.0,25.0,1,07/13/2020
7950,21167,57,57,9,jliwrffkulzt,itc,1398.0,10.0,35.0,10.0,1,07/13/2020
7951,23571,5,5,10,jliwrffkulzt,itc,3689.0,50.0,60.0,80.0,1,07/13/2020
7952,23572,7,7,10,jliwrffkulzt,itc,1711.0,27.0,30.0,111.0,0,07/13/2020
7953,23573,9,9,10,jliwrffkulzt,itc,1270.0,30.0,75.0,15.0,1,07/13/2020
7954,23574,11,11,10,jliwrffkulzt,itc,1559.0,25.0,55.0,12.0,1,07/13/2020
7955,23575,13,13,10,jliwrffkulzt,itc,2374.0,23.0,35.0,87.0,1,07/13/2020
7956,23576,15,15,10,jliwrffkulzt,itc,1434.0,10.0,60.0,122.0,1,07/13/2020
7957,23577,17,17,10,jliwrffkulzt,itc,1195.0,31.0,55.0,129.0,1,07/13/2020
7958,23578,19,19,10,jliwrffkulzt,itc,1455.0,79.0,85.0,190.0,0,07/13/2020
7959,23579,21,21,10,jliwrffkulzt,itc,1272.0,33.0,80.0,89.0,1,07/13/2020
7960,23580,23,23,10,jliwrffkulzt,itc,1689.0,10.0,50.0,16.0,1,07/13/2020
7961,23581,25,25,10,jliwrffkulzt,itc,1118.0,5.0,25.0,16.0,1,07/13/2020
7962,23582,27,27,10,jliwrffkulzt,itc,1097.0,12.0,75.0,128.0,1,07/13/2020
7963,23583,29,29,10,jliwrffkulzt,itc,1241.0,69.0,75.0,87.0,0,07/13/2020
7964,23584,31,31,10,jliwrffkulzt,itc,1159.0,6.0,25.0,198.0,1,07/13/2020
7965,23585,33,33,10,jliwrffkulzt,itc,1302.0,29.0,30.0,86.0,0,07/13/2020
7966,23586,35,35,10,jliwrffkulzt,itc,1206.0,49.0,50.0,51.0,0,07/13/2020
7967,23587,37,37,10,jliwrffkulzt,itc,1351.0,54.0,55.0,116.0,0,07/13/2020
7968,23588,39,39,10,jliwrffkulzt,itc,1325.0,59.0,60.0,17.0,0,07/13/2020
7969,23589,41,41,10,jliwrffkulzt,itc,1338.0,24.0,25.0,260.0,0,07/13/2020
7970,23590,43,43,10,jliwrffkulzt,itc,1447.0,28.0,35.0,100.0,0,07/13/2020
7971,23591,45,45,10,jliwrffkulzt,itc,1072.0,10.0,35.0,61.0,1,07/13/2020
7972,23592,47,47,10,jliwrffkulzt,itc,1313.0,79.0,80.0,79.0,0,07/13/2020
7973,23593,49,49,10,jliwrffkulzt,itc,2053.0,34.0,85.0,250.0,1,07/13/2020
7974,23594,51,51,10,jliwrffkulzt,itc,1158.0,80.0,85.0,25.0,0,07/13/2020
7975,23595,53,53,10,jliwrffkulzt,itc,1427.0,15.0,30.0,10.0,1,07/13/2020
7976,23596,55,55,10,jliwrffkulzt,itc,1182.0,20.0,80.0,12.0,1,07/13/2020
7977,23597,57,57,10,jliwrffkulzt,itc,1494.0,19.0,50.0,102.0,1,07/13/2020
7978,25920,5,5,11,jliwrffkulzt,itc,5483.0,54.0,55.0,116.0,0,07/13/2020
7979,25921,7,7,11,jliwrffkulzt,itc,1994.0,25.0,35.0,25.0,1,07/13/2020
7980,25922,9,9,11,jliwrffkulzt,itc,1620.0,20.0,60.0,125.0,1,07/13/2020
7981,25923,11,11,11,jliwrffkulzt,itc,1934.0,10.0,50.0,16.0,1,07/13/2020
7982,25924,13,13,11,jliwrffkulzt,itc,1784.0,23.0,25.0,87.0,0,07/13/2020
7983,25925,15,15,11,jliwrffkulzt,itc,1312.0,23.0,35.0,87.0,1,07/13/2020
7984,25926,17,17,11,jliwrffkulzt,itc,1231.0,25.0,75.0,8.0,1,07/13/2020
