2.2246,1.9769,2.1292,1.7287,0.69479,0.52589,1.5128,1.8047,0.84356,0.95158,1.4829,1.3263
0.025368,1.0159,-1.9242,-4.9425,-5.3461,-4.5083,-2.8751,-3.7585,-3.3491,-3.8169,-1.8622,-1.0389
3.6604,2.0391,2.4894,2.6035,2.3173,1.5457,2.263,2.3514,2.2948,2.2045,2.0453,2.4273
-2.9716,1.0603,-1.3735,-0.82912,1.5935,0.97406,-2.3944,2.4247,0.59573,0.90995,NaN,NaN
3.2299,2.1009,2.2027,2.0521,2.9337,1.3607,3.2576,3.2393,3.1039,3.3376,2.8873,1.8768
-0.4476,2.2378,-0.14313,0.47186,1.8124,0.44865,2.0453,2.7329,0.89821,-0.20178,1.4615,1.0404
-3.2007,-3.9438,-0.53082,0.35014,0.58806,1.4099,0.55218,-0.43441,0.74816,0.30991,0.094073,0.15717
2.1447,1.8756,0.61402,1.0659,0.87081,0.73038,0.68892,0.51965,-0.42585,-1.3633,-0.96388,1.463
3.1993,3.5359,3.0227,2.9337,1.4337,2.5806,2.2737,1.5776,1.1128,1.3806,2.7246,1.9285
2.0352,3.0189,0.73024,0.97023,1.0098,1.1759,-0.44069,0.83181,-5.7157,-3.2153,0.71625,-2.2265
-0.97171,2.2467,0.0023137,2.6989,3.0913,2.9142,2.7684,1.9333,1.6423,3.1812,1.123,2.4531
-3.8762,-6.2435,-6.1857,-6.5178,-5.8954,-5.8636,-5.8865,-4.7832,-4.2226,-6.0397,-5.9118,-6.8115
-6.2732,-1.0785,-2.2918,-6.9853,-6.2425,-8.282,-6.6691,-9.2298,-6.2537,-4.289,-6.0534,-8.2967
0.19511,1.3563,0.84462,0.32066,1.0341,0.05149,-2.5708,-0.14635,-0.14124,-0.49848,0.089487,0.10592
1.1316,0.70375,1.1631,0.89706,-1.0259,-2.501,1.2479,0.28324,0.68246,0.92283,0.23179,1.261
2.74,2.8877,2.927,2.8132,3.1285,3.2964,2.8589,2.6934,2.5514,1.5249,2.3118,2.0133
-0.98539,0.074676,NaN,-1.0934,-0.031898,-0.87933,0.51971,-2.1427,-0.46445,-0.38723,-1.9833,-3.2429
1.9174,3.2875,1.8231,2.858,2.5451,2.1328,2.6346,0.38256,0.91349,-1.9307,-4.8486,-2.6624
4.9679,4.7197,4.7058,4.5516,4.7216,4.6273,3.8291,4.3149,4.4281,4.2796,4.4556,4.1202
0.19831,0.55058,-1.6161,-1.4115,-1.9491,-1.1626,0.18042,-0.84031,0.35995,-1.1138,0.95063,0.93232
0.062875,-4.9497,-3.3327,-3.9884,-4.4412,-0.25258,-1.0706,-1.3152,-2.0223,-1.1896,-4.5687,-3.3412
3.5268,3.2334,-1.2944,1.8418,3.184,3.8477,3.6122,2.9433,3.5822,3.7098,3.6123,4.1787
3.1782,3.2961,4.1964,4.5495,3.6209,2.9962,0.25024,2.317,-0.058096,0.0019621,3.0095,3.036
0.8499,1.8541,0.72796,1.5001,1.3596,0.46292,0.44575,1.8848,2.1421,1.014,1.6373,2.2203
2.8297,2.1647,0.92944,1.413,2.3979,1.7434,1.9943,2.2602,2.2309,1.5477,2.9513,-0.7469
1.1507,1.5755,-1.6758,-1.8932,-0.36953,0.70416,1.2076,0.68844,0.73728,1.305,-0.65308,-0.42161
-0.62716,0.74364,-0.26799,-0.43125,-0.25635,-1.8355,-0.32303,0.37253,-0.71622,0.65114,-0.87701,0.64897
-7.0518,NaN,-9.8892,-10.256,-10.939,-10.935,-11.181,-11.284,-11.104,-10.198,-11.531,-11.052
2.3346,1.6584,1.9929,2.2153,1.5689,1.2296,2.376,1.5882,2.4839,1.3793,-1.2535,2.1063
2.3708,2.3361,1.337,1.9934,2.3998,2.2647,2.3641,2.3607,2.5828,2.1,2.2155,2.5957
1.7209,1.7075,1.5523,1.5544,1.5469,1.7123,1.5026,1.7541,1.6648,1.685,1.6136,1.6802
3.0758,3.3399,3.6664,3.8607,3.8419,3.9314,3.963,3.9349,3.0186,1.4882,2.5437,3.2013
0.9661,0.50689,0.47283,0.76988,1.4118,1.2932,0.31708,0.20797,0.92879,0.88297,0.040305,-1.4646
4.1925,3.8733,3.7171,2.664,3.9414,2.7124,3.8881,3.4955,2.4118,3.468,2.7448,2.4994
-7.6097,-7.2064,-6.0513,-5.5312,-3.1066,-2.1544,-2.2299,-2.726,-2.9651,NaN,-2.4238,-4.4928
3.7854,3.456,3.3686,3.4751,3.4751,3.594,3.5488,3.7058,2.9642,3.146,2.9382,3.4031
2.9993,3.5063,3.3879,3.472,2.9578,3.215,2.9051,2.7405,2.9875,3.275,2.4552,3.0889
-4.1286,-4.1527,-4.1962,-4.4389,-5.3449,-5.2827,-5.6955,-5.4235,-6.2329,-5.0743,-4.2943,-5.6156
-5.1075,-4.1372,-8.8953,-8.773,-7.4386,-4.9747,-5.0901,-7.2938,-5.272,-6.1204,-3.9146,-7.4464
3.3659,3.4462,2.2466,2.3689,1.8597,2.1979,1.6793,2.3546,2.4412,2.3941,2.2728,2.7201
-0.45644,-2.1321,-5.0552,-3.0405,-5.5189,-5.2067,-6.0699,-10.304,-4.7398,-8.0906,-2.2861,-2.4706
-3.874,-3.9001,-3.1926,-2.6834,-3.7722,-4.2419,-4.3051,-5.3379,-4.3715,-5.0355,-3.5635,-4.2604
