1.5985,2.3543,2.1834,1.2784,0.049283,-0.81036,1.7355,1.7818,0.19295,0.17233,1.8482,1.7818
0.030401,2.0614,-3.3189,-4.3534,-4.6251,-3.7699,-2.7863,-2.9292,-1.666,-2.1642,-1.5581,-1.3392
3.37,-1.0439,2.4072,2.8515,1.902,1.7496,2.1229,2.1629,2.3369,2.029,1.1494,1.9987
-0.97909,1.5561,-1.8726,0.089468,1.2114,0.14544,-2.7057,2.7419,0.27879,1.4295,NaN,NaN
3.0676,2.0336,2.0826,1.8906,2.9512,1.5852,2.9514,3.0868,3.1153,3.7054,2.5784,1.5149
-0.20188,2.5548,-0.7254,1.0231,1.9062,-0.59873,1.6578,2.1944,0.76055,-0.17396,0.84827,1.7022
-3.9491,-3.0325,-0.32747,0.6011,0.82043,1.4042,0.82043,-0.13886,0.62348,0.98567,0.5743,0.31365
1.707,2.5572,1.2989,-0.32374,0.21017,-0.064588,-0.60329,0.078548,0.22064,-2.163,-0.68471,0.25971
2.6759,2.7916,2.1651,2.6294,0.85345,1.7365,2.053,0.93154,0.93095,0.85397,1.6582,1.7427
1.8778,3.4124,-0.46521,2.8384,-0.1976,2.2424,-0.63895,1.1355,-6.2132,-1.7219,2.4467,-1.0022
0.10999,1.3952,0.26907,2.6316,3.0038,1.8016,1.8538,2.7339,2.4005,2.0695,0.48221,2.661
-3.3246,-6.5903,-5.54,-4.3745,-5.2534,-5.7054,-5.5666,-3.8761,-5.107,-6.0456,-5.4595,-5.144
-6.2069,0.65154,-4.992,-6.1253,-6.6013,-8.8264,-5.8346,-8.0713,-4.6925,-1.252,-6.2468,-7.3681
-0.73925,0.46297,0.28007,-0.26254,0.14722,0.77637,-1.2155,-0.18386,-0.44017,-0.49879,0.79109,-0.77114
0.81724,-1.979,0.25155,0.52896,-1.719,-5.1472,1.3217,1.3246,-0.13762,2.0927,-1.0145,1.1083
2.5432,2.9586,2.7472,2.5577,3.0935,2.6608,2.3866,1.837,3.304,2.4387,2.1884,1.8604
-2.772,-0.10167,1.218,-2.3038,-1.2949,-2.6483,0.40147,-1.5865,1.3403,-2.1458,-1.9958,-2.9667
2.0081,2.8309,2.8617,2.7887,1.7972,1.3348,3.2711,0.8963,2.2833,-0.83451,-4.5004,-1.5683
4.2202,4.1974,4.2349,4.2349,4.2349,4.1974,3.9362,3.8393,3.8393,3.6596,4.0815,3.9362
0.67798,0.44821,-1.6844,-1.9426,-1.4366,-0.84249,0.74279,0.43656,0.35612,-0.97911,1.7209,0.64123
1.2538,-3.9967,-3.3021,-2.4878,-5.6338,0.17748,2.1234,-1.2231,-5.5832,-1.6819,-5.2572,-6.0767
2.3165,2.715,1.3426,1.908,3.5096,3.2531,3.5078,3.2954,3.4297,2.9758,3.2279,3.4684
3.6779,2.9602,3.9541,4.0905,3.4609,3.1121,0.017539,1.3526,-3.7076,0.4201,3.391,2.9885
-0.12112,1.5434,1.2511,1.7832,0.90091,0.58823,-1.8092,1.8262,2.2282,1.9013,2.2691,2.2793
