,0
itc_k_pr.1.1,-0.131247296866525
itc_k_pr.2.1,0.9097506036582499
itc_k_pr.3.1,0.0085470923126
itc_k_pr.4.1,0.268864028844
itc_k_pr.5.1,-0.90620521048775
itc_k_pr.6.1,0.4048758877825
itc_k_pr.7.1,-0.343397889881
itc_k_pr.8.1,-0.13509191278725002
itc_k_pr.9.1,0.003297177136250002
itc_k_pr.10.1,0.50450116229025
itc_k_pr.11.1,-0.97198541390535
itc_k_pr.12.1,-0.03154061746575001
itc_k_pr.13.1,0.45853120583245
itc_k_pr.14.1,0.35694695105965
itc_k_pr.15.1,0.99879532023375
itc_k_pr.16.1,0.34439971253624996
itc_k_pr.17.1,-0.85048525417925
itc_k_pr.18.1,0.206047958894825
itc_k_pr.19.1,0.00030114005324999836
itc_k_pr.20.1,0.5151560875885
itc_k_pr.21.1,-1.0894949422392501
itc_k_pr.22.1,-0.4642464812193
itc_k_pr.23.1,0.35016631030775
itc_k_pr.24.1,0.09632864306524999
itc_k_pr.25.1,-1.40879081185725
itc_k_pr.26.1,-0.332498590730925
itc_k_pr.27.1,0.58000630072475
itc_k_pr.28.1,0.24820180094645
itc_k_pr.29.1,-0.362801297729
itc_k_pr.30.1,2.0908672927275003
itc_k_pr.31.1,0.7737534259202499
itc_k_pr.32.1,-0.06136754778075
itc_k_pr.33.1,1.2101836489124997
itc_k_pr.34.1,-0.4242709335055
itc_k_pr.35.1,-0.20628558091975
itc_k_pr.36.1,0.6842019069942501
itc_k_pr.37.1,0.514552794529
itc_k_pr.38.1,1.6802619402149999
itc_k_pr.39.1,-0.130253953991935
itc_k_pr.40.1,0.346372024336
itc_k_pr.41.1,-1.4111259516975
itc_k_pr.42.1,0.40731428382324997
itc_k_pr.43.1,0.11798228802982498
itc_k_pr.44.1,1.9252051495865
itc_k_pr.45.1,-0.1939554372094
itc_k_pr.46.1,0.028584879416599998
itc_k_pr.47.1,-0.030797463397749997
itc_k_pr.48.1,-0.688843706981
itc_k_pr.49.1,0.3824203913998
itc_k_pr.50.1,-0.5467446427587499
itc_k_pr.51.1,0.5630978915725
itc_k_pr.52.1,-0.10233332102431
itc_k_pr.53.1,-0.828018770849
itc_k_pr.54.1,-0.36356729829775003
itc_k_pr.55.1,1.4259829800744999
itc_k_pr.56.1,0.9988849536675
itc_k_pr.57.1,0.6366479535169999
itc_k_pr.58.1,0.558738981819
itc_k_pr.59.1,0.28669070945999997
itc_k_pr.60.1,-0.69764628315605
itc_k_pr.61.1,1.4478344402475
itc_k_pr.62.1,0.943631871032
itc_k_pr.63.1,-0.970089044489
itc_k_pr.64.1,-0.25537203865999997
itc_k_pr.65.1,-0.50025705379625
itc_k_pr.66.1,0.28314875733600003
itc_k_pr.67.1,1.9200896271299999
itc_k_pr.68.1,-1.3644333680475003
itc_k_pr.69.1,-0.9055502525925001
itc_k_pr.70.1,0.10171477870849999
itc_k_pr.71.1,-1.135190076191
itc_k_pr.72.1,0.8667954185772501
itc_k_pr.73.1,0.159274483996875
